queue_order,person_id,province,excel_row,identity_resolution,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
4381,FC2515-P29-R0219,宁夏,219,REUSED_SEALED_EVIDENCE_C:0072:4305:ANG-1847,西鸽集团,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.bbtnews.com.cn/2026/0331/589275.shtml,
4382,FC2515-P29-R0220,宁夏,220,REUSED_SEALED_EVIDENCE_U:0072:4306:ANG-1848,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4383,FC2515-P29-R0223,宁夏,223,REUSED_SEALED_EVIDENCE_U:0072:4307:ANG-1896,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4384,FC2515-P29-R0228,宁夏,228,REUSED_SEALED_EVIDENCE_U:0072:4308:ANG-1897,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4385,FC2515-P29-R0230,宁夏,230,REUSED_SEALED_EVIDENCE_U:0072:4309:ANG-1887,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4386,FC2515-P29-R0232,宁夏,232,REUSED_SEALED_EVIDENCE_U:0072:4310:ANG-1878,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4387,FC2515-P29-R0234,宁夏,234,REUSED_SEALED_EVIDENCE_U:0072:4311:ANG-1863,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4388,FC2515-P29-R0235,宁夏,235,REUSED_SEALED_EVIDENCE_U:0072:4312:ANG-1862,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4389,FC2515-P29-R0237,宁夏,237,REUSED_SEALED_EVIDENCE_U:0072:4313:ANG-1864,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4390,FC2515-P29-R0242,宁夏,242,REUSED_SEALED_EVIDENCE_U:0072:4314:ANG-1839,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_GSL_PARTY_SECRETARY_CHANGED_AND_NO_SAFE_CURRENT_ROLE_FOUND_FOR_SOURCE_PERSON
4391,FC2515-P29-R0244,宁夏,244,REUSED_SEALED_EVIDENCE_C:0072:4315:ANG-1888,宁夏正丰房地产开发有限公司,总经理,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.rmzxw.com.cn/c/2026-05-23/3920216.shtml,
4392,FC2515-P29-R0249,宁夏,249,REUSED_SEALED_EVIDENCE_U:0072:4316:ANG-1885,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4393,FC2515-P29-R0250,宁夏,250,REUSED_SEALED_EVIDENCE_U:0072:4317:ANG-1883,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_COMPANY_LEGAL_REPRESENTATIVE_EVIDENCE_FOUND_BUT_CURRENT_CHAIRMAN_TITLE_NOT_ESTABLISHED
4394,FC2515-P29-R0252,宁夏,252,REUSED_SEALED_EVIDENCE_U:0072:4318:ANG-1884,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4395,FC2515-P29-R0254,宁夏,254,REUSED_SEALED_EVIDENCE_U:0072:4319:ANG-1890,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4396,FC2515-P29-R0255,宁夏,255,REUSED_SEALED_EVIDENCE_C:0072:4320:ANG-1889,百瑞源枸杞股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.sohu.com/a/1015558543_121959073,
