queue_order,person_id,province,excel_row,source_fragment,federation_role,identity_resolution,candidate_names,repair_notes,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,current_organization,current_title,current_verification_status,unresolved_reason
361,FC2515-P08-R0006,吉林,6,徐朝春,副主席,CURRENT_PUBLIC_ROLE_IDENTIFIED,徐朝春,"Current 2026 China Jilin Network coverage explicitly identifies 徐朝春 as 吉林省工商联副主席. The 2022 provincial federation election roster cross-lists him as provincial federation vice-chair and provincial chamber vice-chair, so the two source-role rows are the same identity without merging person_ids.",authoritative_media,B,吉林省陕西商会第三届换届选举大会圆满召开,https://news.cnjiwang.com/jwyc/202605/4051609.html,2026-05-31,吉林省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,
362,FC2515-P08-R0007,吉林,7,李武华,副主席,CURRENT_PUBLIC_ROLE_IDENTIFIED,李武华,"Fresh 2026-09-18 International Financial News coverage explicitly identifies 李武华 as 吉林省工商联副主席. The 2022 provincial federation election roster cross-lists him as provincial federation vice-chair and provincial chamber vice-chair, so the two source-role rows are the same identity without merging person_ids.",authoritative_media,B,吉林省光彩事业促进会第三次会员代表大会隆重召开 步长制药赵菁当选促进会副会长,https://finance.sina.com.cn/roll/2026-09-18/doc-inisfprh8538016.shtml,2026-09-18,吉林省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,
363,FC2515-P08-R0032,吉林,32,李维斗,会长,CURRENT_ROLE_REUSED_WITH_PROVINCIAL_ROLE_CROSSLIST,李维斗,Same 吉林 federation leader is cross-listed under federation/chamber roles; reused sealed current-role evidence from W3 queue 358 without merging person_ids. Jilin CPPCC official coverage explicitly identifies 李维斗 as current provincial federation chairman and provincial CPPCC vice-chairman.,government_official,A,省工商联召开十二届八次常委会会议,https://jlzx.gov.cn/dptt/202608/t20260825_3665276.html,2026-08-25,吉林省工商业联合会,主席（同时任吉林省政协副主席）,CURRENT_ORG_TITLE_CONFIRMED,
364,FC2515-P08-R0033,吉林,33,唐庆会,副会长,CURRENT_ROLE_REUSED_WITH_PROVINCIAL_ROLE_CROSSLIST,唐庆会,Same 吉林 federation leader is cross-listed under federation/chamber roles; reused sealed current-role evidence from W3 queue 359 without merging person_ids. Jilin CPPCC official coverage explicitly identifies 唐庆会 as current provincial United Front Work Department deputy head and federation party secretary.,government_official,A,省工商联召开十二届八次常委会会议,https://jlzx.gov.cn/dptt/202608/t20260825_3665276.html,2026-08-25,中共吉林省委统战部 / 吉林省工商业联合会,副部长 / 党组书记,CURRENT_ORG_TITLE_CONFIRMED,
365,FC2515-P08-R0034,吉林,34,吕兵,副会长,CURRENT_ROLE_REUSED_WITH_PROVINCIAL_ROLE_CROSSLIST,吕兵,Same 吉林 federation leader is cross-listed under federation/chamber roles; reused sealed current-role evidence from W3 queue 360 without merging person_ids. 2026 event coverage sourced to Jilin Federation of Industry and Commerce explicitly identifies 吕兵 as current provincial federation vice-chairman.,authoritative_media,B,智赋吉林 数启新篇 2026第五届吉林省数字经济发展促进大会暨第三届吉林省人工智能大会圆满落幕,https://finance.sina.com.cn/wm/2026-04-03/doc-inhtfeqz3783831.shtml,2026-04-03,吉林省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,
366,FC2515-P08-R0035,吉林,35,徐朝春,副会长,CURRENT_ROLE_REUSED_WITH_PROVINCIAL_ROLE_CROSSLIST,徐朝春,"Same 吉林 federation leader is cross-listed in the source under federation and chamber roles; reused the same-batch current-role evidence from queue 361 without merging person_ids. Current 2026 China Jilin Network coverage explicitly identifies 徐朝春 as 吉林省工商联副主席. The 2022 provincial federation election roster cross-lists him as provincial federation vice-chair and provincial chamber vice-chair, so the two source-role rows are the same identity without merging person_ids.",authoritative_media,B,吉林省陕西商会第三届换届选举大会圆满召开,https://news.cnjiwang.com/jwyc/202605/4051609.html,2026-05-31,吉林省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,
367,FC2515-P08-R0036,吉林,36,李武华,副会长,CURRENT_ROLE_REUSED_WITH_PROVINCIAL_ROLE_CROSSLIST,李武华,"Same 吉林 federation leader is cross-listed in the source under federation and chamber roles; reused the same-batch current-role evidence from queue 362 without merging person_ids. Fresh 2026-09-18 International Financial News coverage explicitly identifies 李武华 as 吉林省工商联副主席. The 2022 provincial federation election roster cross-lists him as provincial federation vice-chair and provincial chamber vice-chair, so the two source-role rows are the same identity without merging person_ids.",authoritative_media,B,吉林省光彩事业促进会第三次会员代表大会隆重召开 步长制药赵菁当选促进会副会长,https://finance.sina.com.cn/roll/2026-09-18/doc-inisfprh8538016.shtml,2026-09-18,吉林省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,
368,FC2515-P10-R0002,江苏,2,刘聪,主席,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,刘聪,Name + province + federation/chamber role match the latest official July 2026 Jiangsu provincial federation standing-committee roster; no name-only employer inference was used.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会 / 江苏省总商会,主席 / 会长,CURRENT_ORG_TITLE_CONFIRMED,
369,FC2515-P10-R0004,江苏,4,周海江,副主席,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,周海江,Name + province + federation/chamber role match the latest official July 2026 Jiangsu provincial federation standing-committee roster; no name-only employer inference was used.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,
370,FC2515-P10-R0005,江苏,5,沈彬,副主席,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,沈彬,Name + province + federation/chamber role match the latest official July 2026 Jiangsu provincial federation standing-committee roster; no name-only employer inference was used.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年7月，共计121人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-07,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,
