queue_order,person_id,province,excel_row,identity_resolution,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
3961,FC2515-P27-R0234,内蒙古,234,REUSED_SEALED_EVIDENCE_U:0065:3880:ANG-1720,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_INNER_MONGOLIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
3962,FC2515-P27-R0235,内蒙古,235,REUSED_SEALED_EVIDENCE_C:0065:3881:ANG-1696,赤峰市工商业联合会,主席、总商会会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.ahq.gov.cn/zjah/ldgh/202604/t20260428_2760094.html,
3963,FC2515-P27-R0237,内蒙古,237,REUSED_SEALED_EVIDENCE_U:0065:3882:ANG-1690,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2025_INNER_MONGOLIA_ENERGY_ROLE_HITS_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
3964,FC2515-P27-R0238,内蒙古,238,REUSED_SEALED_EVIDENCE_U:0065:3883:ANG-1695,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_INNER_MONGOLIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
3965,FC2515-P27-R0239,内蒙古,239,REUSED_SEALED_EVIDENCE_U:0065:3884:ANG-1693,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,LATEST_2025_FEDERATION_ROLE_FOUND_BUT_NO_CURRENT_2026_CONFIRMATION
3966,FC2515-P27-R0242,内蒙古,242,REUSED_SEALED_EVIDENCE_C:0064:3817:ANG-1689,通辽丰盛农产品物流园有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,C,https://www.sohu.com/a/1014159602_121106854,
3967,FC2515-P27-R0243,内蒙古,243,REUSED_SEALED_EVIDENCE_U:0064:3818:ANG-1688,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_INNER_MONGOLIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
3968,FC2515-P27-R0245,内蒙古,245,REUSED_SEALED_EVIDENCE_U:0065:3885:ANG-1691,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_INNER_MONGOLIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
3969,FC2515-P27-R0249,内蒙古,249,REUSED_SEALED_EVIDENCE_C:0064:3819:ANG-1694,锡林郭勒盟宏源集团,总经理,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.sohu.com/a/1077163502_121106854,
3970,FC2515-P27-R0250,内蒙古,250,REUSED_SEALED_EVIDENCE_U:0065:3886:ANG-1692,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_INNER_MONGOLIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
