queue_order	person_id	name_normalized	ambiguity_group_id	mode	source_gate	source_queue_order	decision	identity_anchor_url	research_url	evidence_url	research_note
3241	FC2515-P23-R0098	吴云龙	ANG-1375	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3242	FC2515-P23-R0099	吴龙驹	ANG-1380	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3243	FC2515-P23-R0100	吴存良	ANG-1376	REUSE_SEALED_UNRESOLVED	W3-BATCH-0054	3191	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3244	FC2515-P23-R0101	吴官祥	ANG-1377	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3245	FC2515-P23-R0102	吴春花	ANG-1378	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://yn.people.com.cn/n2/2026/0327/c372453-41536149.html		CURRENT_2026_GOVERNMENT_ROLE_HIT_WITHOUT_SAFE_FEDERATION_IDENTITY_BRIDGE
3246	FC2515-P23-R0103	吴登刚	ANG-1379	REUSE_SEALED_UNRESOLVED	W3-BATCH-0053	3176	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3247	FC2515-P23-R0104	邱力为	ANG-1468	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3248	FC2515-P23-R0105	何卫	ANG-1367	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.puerw.cn/content/202603/16/c480138.html	https://www.puerw.cn/content/202603/16/c480138.html	CURRENT_2026_LOCAL_FEDERATION_CONFIRMATION
3249	FC2515-P23-R0106	何祖训	ANG-1368	REUSE_SEALED_UNRESOLVED	W3-BATCH-0053	3166	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3250	FC2515-P23-R0107	余永红	ANG-1370	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3251	FC2515-P23-R0108	余志柏	ANG-1369	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.qj.gov.cn/html/2026/lhyw_0302/276051.html		CURRENT_2026_CPPCC_ROLE_HIT_WITHOUT_SAFE_FEDERATION_IDENTITY_BRIDGE
3252	FC2515-P23-R0109	汪建文	ANG-1433	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3253	FC2515-P23-R0110	沈长虹	ANG-1434	REUSE_SEALED_UNRESOLVED	W3-BATCH-0053	3164	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3254	FC2515-P23-R0111	张一林	ANG-1391	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://yr.gov.cn/info/1040/290366.htm		CURRENT_2026_COMPANY_HIT_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
