queue_order,person_id,province,excel_row,name_normalized,source_federation_role,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,unresolved_reason,research_notes
1261,FC2515-P13-R0028,福建,28,方华玉,副会长,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,方华玉,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,2026福建日报报道写明华峰华锦有限公司董事长方华玉，但源组织为福建华峰新材料有限公司；未取得两法律实体与源身份的当前官方桥接，故不强行迁移。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1262,FC2515-P13-R0029,福建,29,付文辉,副会长,CURRENT_ROLE_CONFIRMED_WITH_CONTEXTUAL_IDENTITY_BRIDGE,付文辉,宁德思客琦智能装备科技股份有限公司,董事长兼总经理,CURRENT_ORG_TITLE_CONFIRMED,authoritative_media_current_role_with_historical_org_bridge,B,宁德师范学院第十一期闽东大讲堂开讲,https://m.edu.k618.cn/gaoxiao/202609/t20260915_20059213.html,2026-09-15,,源记录已有思客琦历史组织键；2026-09公开活动明确付文辉为思客琦董事长兼总经理。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1263,FC2515-P13-R0030,福建,30,朱志强,副会长,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,朱志强,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1264,FC2515-P13-R0031,福建,31,华祥斌,副会长,CURRENT_ROLE_CONFIRMED_WITH_CONTEXTUAL_IDENTITY_BRIDGE,华祥斌,福建德尔科技股份有限公司,法定代表人,CURRENT_ORG_TITLE_CONFIRMED,authoritative_media_current_legal_role_with_historical_org_bridge,B,再度冲击IPO！福建德尔启动上市辅导,https://www.bbtnews.com.cn/2026/0129/583479.shtml,2026-01-29,,源记录已有福建德尔历史组织键；2026-01上市辅导备案报道援引证监会材料明确法定代表人为华祥斌。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1265,FC2515-P13-R0032,福建,32,许阳阳,副会长,CURRENT_ROLE_CONFIRMED_WITH_CONTEXTUAL_IDENTITY_BRIDGE,许阳阳,达利食品集团,总裁,CURRENT_ORG_TITLE_CONFIRMED,authoritative_media_current_role_with_historical_org_bridge,B,达利食品集团总裁许阳阳：向世界传递中国饮食文化与价值力量,https://fj.people.com.cn/n2/2026/0907/c181466-41689258.html,2026-09-07,,源记录已有达利食品集团历史组织键；人民网福建2026-09直接写明现任总裁许阳阳。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1266,FC2515-P13-R0033,福建,33,许明金,副会长,CURRENT_ROLE_CONFIRMED_WITH_CONTEXTUAL_IDENTITY_BRIDGE,许明金,香缤集团,董事局主席,CURRENT_ORG_TITLE_CONFIRMED,authoritative_media_current_role_with_federation_context,B,全国政协委员许明金：加强深港合作,https://finance.sina.com.cn/jjxw/2026-03-09/doc-inhqknrq6988047.shtml,2026-03-09,,中国经营报报道同时写明全国政协委员、广东省福建商会会长、香缤集团董事局主席许明金；与福建省总商会历史副会长身份形成跨商会身份桥。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1267,FC2515-P13-R0034,福建,34,杨龙辉,副会长,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,杨龙辉,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1268,FC2515-P13-R0035,福建,35,吴迪,副会长,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,吴迪,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1269,FC2515-P13-R0036,福建,36,吴有林,副会长,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,吴有林,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,2026最新公司披露报道区分吴有林为时任董事长/总经理、苏明城为当前董事长；未找到吴有林安全可写的现任单位职务。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1270,FC2515-P13-R0037,福建,37,吴体芳,副会长,CURRENT_ROLE_CONFIRMED_WITH_CONTEXTUAL_IDENTITY_BRIDGE,吴体芳,德艺文化创意集团股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,authoritative_financial_media_current_role_with_historical_org_bridge,B,德艺文创控股股东及董事长吴体芳相关当前披露,https://finance.sina.com.cn/stock/aigc/zjchg/2026-03-25/doc-inhsffcv9663756.shtml,2026-03-25,,源记录已有德艺文化创意历史组织键；2026-03当前披露明确吴体芳为控股股东、实际控制人、董事长。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
