queue_order,person_id,province,excel_row,source_fragment,federation_role,identity_resolution,candidate_names,repair_notes,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,current_organization,current_title,current_verification_status,unresolved_reason
121,FC2515-P04-R0205,重庆,205,李云强,执委,CROSS_ROLE_IDENTITY_SUPPORTED,李云强,Same Chongqing federation member is explicitly tied to the enterprise role by Chongqing United Front source.,government_official,A,南川区民营经济代表人士热议民营企业座谈会,https://www.cqtzb.gov.cn/web/article/1415775604187615232/web/content_1415775604187615232.html,2025-03-03,重庆南商投资（集团）有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,
122,FC2515-P04-R0242,重庆,242,乔澍,执委,IDENTITY_ONLY_OFFICIAL_ROSTER,乔澍,Cross-role Chongqing roster evidence supports 乔澍 identity; no current employer/title is safely attributable.,federation_official,A,重庆市工商业联合会（总商会）第六届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_cq/202207/t20220715_312763.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
123,FC2515-P04-R0268,重庆,268,王敏,执委,AMBIGUOUS_SAME_NAME_OFFICIAL_ROSTER,王敏（女）|王敏（MBA）（女）,Chongqing official roster contains two distinct 王敏 entries; this source row lacks enough qualifier to safely attribute a current employer.,federation_official,A,重庆市工商业联合会（总商会）第六届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_cq/202207/t20220715_312763.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,Same-name ambiguity remains between official-roster entries 王敏（女） and 王敏（MBA）（女）; current employment is not assigned by name alone.
124,FC2515-P05-R0002,河北,2,时清霜,主席,CURRENT_PUBLIC_ROLE_IDENTIFIED,时清霜,Current provincial federation role confirmed by ACFIC.,federation_official,A,2026年度全国“百城千校万企促就业”行动在石启动,https://wap.acfic.org.cn/qlyw_13743/202603/t20260329_325280.html,2026-03-29,河北省工商业联合会,主席,CURRENT_ORG_TITLE_CONFIRMED,
125,FC2515-P05-R0003,河北,3,李红录,常务副主席,CURRENT_PUBLIC_ROLE_IDENTIFIED,李红录,Current provincial federation role confirmed by Hebei United Front.,government_official,A,省工商联深入学习贯彻习近平总书记在雄安新区考察时的重要讲话精神 发挥桥梁纽带作用 营造更优市场环境,https://www.hbtzb.gov.cn/system/2026/03/30/030379294.shtml,2026-03-30,河北省工商业联合会,党组书记、常务副主席,CURRENT_ORG_TITLE_CONFIRMED,
126,FC2515-P05-R0004,河北,4,曲斌,专职副主席,CURRENT_PUBLIC_ROLE_IDENTIFIED,曲斌,Current provincial federation role confirmed by Baoding government source.,government_official,A,保定市工商联召开第十八次代表大会,https://www.baoding.gov.cn/content-173-538815.html,2026-03-26,河北省工商业联合会,一级巡视员,CURRENT_ORG_TITLE_CONFIRMED,
127,FC2515-P05-R0005,河北,5,张京红,专职副主席,CURRENT_PUBLIC_ROLE_IDENTIFIED,张京红,Current provincial federation role confirmed by ACFIC.,federation_official,A,河北：2025年省工商联工作会议在石家庄召开,https://www.acfic.org.cn/gdgslgz/hb/bjgslgz/202503/t20250307_252646.html,2025-03-07,河北省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,
128,FC2515-P05-R0006,河北,6,尚得志,专职副主席,CURRENT_PUBLIC_ROLE_IDENTIFIED,尚得志,Current provincial federation role confirmed by China Xiong'an government source.,government_official,A,雄安新区总商会高质量发展大会圆满召开,https://www.xiongan.gov.cn/20260122/60b24034dae34f7e89df3f3d274a13f7/c.html,2026-01-22,河北省工商业联合会,党组成员、副主席,CURRENT_ORG_TITLE_CONFIRMED,
129,FC2515-P05-R0007,河北,7,张建华,专职副主席,IDENTITY_ONLY_OFFICIAL_ROSTER,张建华,Identity retained from official federation roster; current employment intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
130,FC2515-P05-R0008,河北,8,吴相君,副主席,CROSS_SOURCE_IDENTITY_BY_FEDERATION_CONTEXT,吴相君,ACFIC Hebei federation event identifies 吴相君 as the enterprise chairman; province and federation context disambiguate the roster member.,federation_official,A,河北：民营经济人士理想信念报告会举办,https://wap.acfic.org.cn/gdgslgz_14277/202509/t20250915_321374.html,2025-09-15,石家庄以岭药业股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,
131,FC2515-P05-R0009,河北,9,吕洪涛,副主席,IDENTITY_ONLY_OFFICIAL_ROSTER,吕洪涛,Identity retained from official federation roster; current employment intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
132,FC2515-P05-R0010,河北,10,于树中,副主席,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,于树中,ACFIC explicitly identifies 于树中 as 河北省工商联副主席 and enterprise chairman.,federation_official,A,河北省工商联聚焦提振发展信心、推动政策落实听取企业家意见建议,https://www.acfic.org.cn/ztzlhz/myqyzth2025/myqyzth2025_xxgc/202502/t20250228_313701.html,2025-02-28,河北叁陆伍网络科技集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,
133,FC2515-P05-R0011,河北,11,贾锋,副主席,IDENTITY_ONLY_OFFICIAL_ROSTER,贾锋,Identity retained from official federation roster; current employment intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
134,FC2515-P05-R0012,河北,12,杨晓勇,副主席,IDENTITY_ONLY_OFFICIAL_ROSTER,杨晓勇,Identity retained from official federation roster; current employment intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
135,FC2515-P05-R0013,河北,13,王树华,副主席,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,王树华,Authoritative media identifies the same 河北省工商联副主席 with current enterprise role.,authoritative_media,B,冀南钢铁集团董事长王树华，参加全国民营经济人士形势政策座谈会,https://finance.sina.com.cn/roll/2025-07-21/doc-infheqea8318974.shtml,2025-07-21,冀南钢铁集团有限公司,党委书记、董事长,CURRENT_ORG_TITLE_CONFIRMED,
136,FC2515-P05-R0014,河北,14,田纯刚,副主席,IDENTITY_ONLY_OFFICIAL_ROSTER,田纯刚,Identity retained from official federation roster; current employment intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
137,FC2515-P05-R0015,河北,15,魏立华,副主席,IDENTITY_ONLY_OFFICIAL_ROSTER,魏立华,Identity retained from official federation roster; current employment intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
138,FC2515-P05-R0016,河北,16,潘卫东,副主席,IDENTITY_ONLY_OFFICIAL_ROSTER,潘卫东,Identity retained from official federation roster; current employment intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
139,FC2515-P05-R0017,河北,17,尤文武,副主席,IDENTITY_ONLY_OFFICIAL_ROSTER,尤文武,Identity retained from official federation roster; current employment intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
140,FC2515-P05-R0018,河北,18,桑树军,副主席,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,桑树军,Listed-company annual report explicitly states 桑树军 is 河北省工商联副主席 and has served as company chairman since 2012.,listed_company_filing,A,中红普林医疗用品股份有限公司2025年年度报告全文,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-27/8a9f5ea0-0d7d-458b-9a49-4ddc5cd8a54b.PDF,2026-04-27,中红普林医疗用品股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,
141,FC2515-P05-R0019,河北,19,韩力,副主席,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,韩力,Fresh corporate-profile reporting identifies 韩力 as company chairman and 河北省工商联副主席.,authoritative_media,B,江苏神通的前世今生：韩力掌舵七年布局新兴赛道,https://www.sohu.com/a/1070086390_122014422,2026-08-31,江苏神通阀门股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,
142,FC2515-P05-R0020,河北,20,孟宪明,副主席,CROSS_SOURCE_IDENTITY_BY_FEDERATION_CONTEXT,孟宪明,ACFIC Hebei federation event identifies 孟宪明 as enterprise chairman; federation and province context disambiguate identity.,federation_official,A,河北：民营经济人士理想信念报告会举办,https://wap.acfic.org.cn/gdgslgz_14277/202509/t20250915_321374.html,2025-09-15,北京以东科技有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,
143,FC2515-P05-R0021,河北,21,米亚林,副主席,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,米亚林,Enterprise official source explicitly identifies 米亚林 as 河北省工商联副主席 and group chairman.,enterprise_official,A,米亚林董事长受邀出席全国工商联和邮储银行举办的民营企业走进邮储活动,https://www.sunhola.cn/newsd-108471.html,2025-04-24,首衡集团,董事长,CURRENT_ORG_TITLE_CONFIRMED,
