queue_order,person_id,province,excel_row,identity_resolution,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
2941,FC2515-P21-R0176,四川,176,FRESH_BRIDGED_EVIDENCE:ANG-1301,泸州市工商业联合会,主席、总商会会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.lzsgsl.cn/articles/13155.html,
2942,FC2515-P21-R0177,四川,177,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1300,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2943,FC2515-P21-R0178,四川,178,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1307,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2944,FC2515-P21-R0179,四川,179,FRESH_BRIDGED_EVIDENCE:ANG-1227,成都市工商业联合会,党组书记,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.sctyzx.gov.cn/fgjj/202607/54322055.html,
2945,FC2515-P21-R0180,四川,180,REUSED_SEALED_EVIDENCE_U:0047:2812:ANG-1228,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2812
2946,FC2515-P21-R0181,四川,181,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1294,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_COMPANY_HIT_UNBRIDGED_OR_NOT_CURRENT_2026
2947,FC2515-P21-R0182,四川,182,FRESH_BRIDGED_EVIDENCE:ANG-1280,四川家福来实业集团有限公司,总经理,CURRENT_ORG_TITLE_CONFIRMED,C,https://www.sohu.com/a/984631895_121106884,
2948,FC2515-P21-R0183,四川,183,FRESH_BRIDGED_EVIDENCE:ANG-1278,四川省工商业联合会,常委,CURRENT_ORG_TITLE_CONFIRMED,C,https://www.sohu.com/a/979841713_121798391,
2949,FC2515-P21-R0184,四川,184,REUSED_SEALED_EVIDENCE_U:0047:2802:ANG-1341,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2802
2950,FC2515-P21-R0185,四川,185,REUSED_SEALED_EVIDENCE_U:0047:2803:ANG-1242,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2803
2951,FC2515-P21-R0186,四川,186,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1347,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2952,FC2515-P21-R0189,四川,189,REUSED_SEALED_EVIDENCE_U:0048:2821:ANG-1194,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2821
2953,FC2515-P21-R0194,四川,194,REUSED_SEALED_EVIDENCE_U:0048:2822:ANG-1342,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2822
2954,FC2515-P21-R0195,四川,195,REUSED_SEALED_EVIDENCE_U:0048:2823:ANG-1343,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2823
2955,FC2515-P21-R0198,四川,198,REUSED_SEALED_EVIDENCE_U:0048:2824:ANG-1344,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2824
2956,FC2515-P21-R0200,四川,200,REUSED_SEALED_EVIDENCE_U:0048:2825:ANG-1286,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2825
2957,FC2515-P21-R0201,四川,201,REUSED_SEALED_EVIDENCE_U:0048:2826:ANG-1287,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2826
2958,FC2515-P21-R0202,四川,202,REUSED_SEALED_EVIDENCE_U:0048:2827:ANG-1281,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2827
2959,FC2515-P21-R0205,四川,205,REUSED_SEALED_EVIDENCE_C:0047:2779:ANG-1289,四川启阳汽车集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://cbgc.scol.com.cn/news/7348615,
2960,FC2515-P21-R0210,四川,210,REUSED_SEALED_EVIDENCE_U:0048:2828:ANG-1285,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2828
2961,FC2515-P21-R0211,四川,211,REUSED_SEALED_EVIDENCE_U:0048:2829:ANG-1283,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2829
2962,FC2515-P21-R0213,四川,213,REUSED_SEALED_EVIDENCE_U:0048:2830:ANG-1282,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2830
2963,FC2515-P21-R0216,四川,216,REUSED_SEALED_EVIDENCE_U:0048:2831:ANG-1284,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2831
2964,FC2515-P21-R0217,四川,217,REUSED_SEALED_EVIDENCE_U:0048:2832:ANG-1288,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2832
2965,FC2515-P21-R0222,四川,222,REUSED_SEALED_EVIDENCE_C:0048:2833:ANG-1273,四川省工商联财税金融服务中心,主任,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.nbd.com.cn/articles/2026-06-26/4438728.html,
2966,FC2515-P21-R0226,四川,226,REUSED_SEALED_EVIDENCE_U:0048:2834:ANG-1244,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2834
2967,FC2515-P21-R0227,四川,227,REUSED_SEALED_EVIDENCE_U:0048:2835:ANG-1243,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2835
2968,FC2515-P21-R0230,四川,230,REUSED_SEALED_EVIDENCE_U:0048:2836:ANG-1315,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2836
2969,FC2515-P21-R0232,四川,232,REUSED_SEALED_EVIDENCE_U:0048:2837:ANG-1314,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2837
2970,FC2515-P21-R0236,四川,236,REUSED_SEALED_EVIDENCE_U:0048:2838:ANG-1290,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2838
2971,FC2515-P21-R0237,四川,237,REUSED_SEALED_EVIDENCE_U:0048:2839:ANG-1352,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2839
2972,FC2515-P21-R0243,四川,243,REUSED_SEALED_EVIDENCE_U:0048:2840:ANG-1220,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2840
2973,FC2515-P21-R0248,四川,248,REUSED_SEALED_EVIDENCE_U:0048:2841:ANG-1199,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2841
2974,FC2515-P21-R0250,四川,250,REUSED_SEALED_EVIDENCE_C:0048:2842:ANG-1210,星瑞集团,董事长兼总裁,CURRENT_ORG_TITLE_CONFIRMED,B,https://sc.people.com.cn/n2/2026/0205/c345509-41494457.html,
2975,FC2515-P21-R0256,四川,256,REUSED_SEALED_EVIDENCE_U:0047:2792:ANG-1251,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2792
2976,FC2515-P21-R0260,四川,260,REUSED_SEALED_EVIDENCE_U:0048:2843:ANG-1209,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2843
2977,FC2515-P21-R0266,四川,266,REUSED_SEALED_EVIDENCE_U:0048:2844:ANG-1204,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2844
2978,FC2515-P21-R0267,四川,267,REUSED_SEALED_EVIDENCE_C:0048:2845:ANG-1206,成都彩虹电器集团股份有限公司,党委书记、总经理,CURRENT_ORG_TITLE_CONFIRMED,B,https://cbgc.scol.com.cn/news/7276658,
2979,FC2515-P21-R0270,四川,270,REUSED_SEALED_EVIDENCE_U:0048:2846:ANG-1201,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2846
2980,FC2515-P21-R0272,四川,272,REUSED_SEALED_EVIDENCE_U:0048:2847:ANG-1205,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2847
2981,FC2515-P21-R0273,四川,273,REUSED_SEALED_EVIDENCE_C:0047:2778:ANG-1208,通威集团,董事局主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.tongwei.cn/news/11924.html,
2982,FC2515-P21-R0277,四川,277,REUSED_SEALED_EVIDENCE_C:0048:2848:ANG-1200,中国人民政治协商会议内江市委员会,副主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://neijiang.scol.com.cn/sdxw/202604/83247382.html,
2983,FC2515-P21-R0280,四川,280,REUSED_SEALED_EVIDENCE_U:0048:2849:ANG-1207,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2849
2984,FC2515-P21-R0282,四川,282,REUSED_SEALED_EVIDENCE_U:0048:2850:ANG-1203,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2850
2985,FC2515-P21-R0287,四川,287,REUSED_SEALED_EVIDENCE_U:0048:2851:ANG-1202,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2851
2986,FC2515-P21-R0291,四川,291,REUSED_SEALED_EVIDENCE_U:0047:2780:ANG-1274,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2780
2987,FC2515-P21-R0296,四川,296,REUSED_SEALED_EVIDENCE_U:0048:2852:ANG-1303,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2852
2988,FC2515-P21-R0297,四川,297,REUSED_SEALED_EVIDENCE_U:0048:2853:ANG-1302,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2853
2989,FC2515-P21-R0299,四川,299,REUSED_SEALED_EVIDENCE_C:0047:2774:ANG-1222,四川省工商业联合会,一级巡视员,CURRENT_ORG_TITLE_CONFIRMED,B,https://cbgc.scol.com.cn/news/7494255,
2990,FC2515-P21-R0306,四川,306,REUSED_SEALED_EVIDENCE_U:0048:2854:ANG-1297,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2854
2991,FC2515-P21-R0309,四川,309,REUSED_SEALED_EVIDENCE_C:0047:2777:ANG-1260,四川省工商业联合会,党组成员、副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.sctyzx.gov.cn/fgjj/202607/54322055.html,
2992,FC2515-P21-R0310,四川,310,REUSED_SEALED_EVIDENCE_U:0048:2855:ANG-1252,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0048:q2855
