queue_order,person_id,province,excel_row,name_normalized,source_federation_role,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,unresolved_reason,research_notes
1321,FC2515-P13-R0088,福建,88,刘木火,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,刘木火,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,2025福州人大系统出现同名代表信息，但未取得与福建省工商联常委源记录及当前单位职务之间的安全身份桥；不按姓名归并。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1322,FC2515-P13-R0089,福建,89,刘渊毅,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,刘渊毅,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1323,FC2515-P13-R0090,福建,90,汤若狮,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,汤若狮,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1324,FC2515-P13-R0091,福建,91,许文显,常委,CURRENT_ROLE_CONFIRMED_WITH_CONTEXTUAL_IDENTITY_BRIDGE,许文显,福建元力活性炭股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,federation_sourced_current_role_and_identity,B,闽商热议庆祝中国共产党成立105周年大会（三）,https://www.52hrtt.com/ec/n/w/info/G1782885486829,2026-07-05,,福建省工商联来源的2026-07材料同段明确省工商联常委、福建元力活性炭股份有限公司董事长许文显。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1325,FC2515-P13-R0092,福建,92,许金泰,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,许金泰,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1326,FC2515-P13-R0093,福建,93,许柏强,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,许柏强,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1327,FC2515-P13-R0094,福建,94,许培新,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,许培新,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1328,FC2515-P13-R0095,福建,95,许清流,常委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP,许清流,福建省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,cppcc_official_current_federation_role,A,全国政协委员许清流相关履职报道,https://www.cppcc.gov.cn/zxww/2026/02/03/ARTI1770082659959132.shtml,2026-02-03,,与已封存 queue 1241 同省、同名且同 ambiguity_group_id=ANG-0627；复用证据但保留独立 person_id。全国政协官网2026-02明确许清流为全国政协委员、福建省工商联副主席，直接闭合源身份；企业职务未用低等级来源覆盖。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1329,FC2515-P13-R0096,福建,96,许聪海,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,许聪海,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1330,FC2515-P13-R0097,福建,97,孙福,常委,CURRENT_ROLE_CONFIRMED_WITH_CONTEXTUAL_IDENTITY_BRIDGE,孙福,福建省怡景林业集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,federation_sourced_current_role_and_identity,B,闽商热议民营企业座谈会精神,https://www.52hrtt.com/ny/n/w/info/G1739930573261,2025-02-20,,闽商报/福建省工商联材料同段明确福建省工商联常委、福建省怡景林业集团有限公司董事长孙福。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
