queue_order	person_id	name_normalized	ambiguity_group_id	mode	source_gate	source_queue_order	decision	identity_anchor_url	research_url	evidence_url	research_note
3181	FC2515-P23-R0038	王军定	ANG-1439	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://finance.sina.com.cn/wm/2026-08-24/doc-inipkriy6261620.shtml	https://finance.sina.com.cn/wm/2026-08-24/doc-inipkriy6261620.shtml	CURRENT_2026_FEDERATION_SOURCE_REPRINT
3182	FC2515-P23-R0039	高绍阳	ANG-1483	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3183	FC2515-P23-R0040	蓝波	ANG-1456	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3184	FC2515-P23-R0041	郑晓城	ANG-1470	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.dszh.org.cn/4/31291/2211860	https://www.dszh.org.cn/4/31291/2211860	CURRENT_2026_FORMAL_ASSOCIATION_CONFIRMATION
3185	FC2515-P23-R0042	王国新	ANG-1440	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://kmwzzsh.cn/wzdetail/12899	https://kmwzzsh.cn/wzdetail/12899	CURRENT_2026_FORMAL_CHAMBER_CONFIRMATION_BRIDGED_BY_W2_ORG
3186	FC2515-P23-R0043	曾新生	ANG-1407	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://yn.people.com.cn/n2/2026/0529/c372455-41595636.html	https://yn.people.com.cn/n2/2026/0529/c372455-41595636.html	CURRENT_2026_AUTHORITATIVE_MEDIA_EXACT_W2_ORG_BRIDGE
3187	FC2515-P23-R0044	袁荣	ANG-1458	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.nbd.com.cn/articles/2026-01-09/4213572.html		CURRENT_2026_COMPANY_HIT_WITHOUT_SAFE_PROVINCE_FEDERATION_IDENTITY_BRIDGE
3188	FC2515-P23-R0045	赵晗	ANG-1462	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html			NO_SUFFICIENT_BRIDGED_CURRENT_2026_ORG_TITLE_EVIDENCE
3189	FC2515-P23-R0046	郭忠诚	ANG-1471	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.kmust.edu.cn/info/1011/56424.htm	https://www.kmust.edu.cn/info/1011/56424.htm	CURRENT_2026_INSTITUTIONAL_SOURCE_EXACT_W2_ORG_BRIDGE
3190	FC2515-P23-R0047	陈苏根	ANG-1478	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_yn/202309/t20230914_316462.html	https://www.sohu.com/a/982934923_121106902	https://www.sohu.com/a/982934923_121106902	CURRENT_2026_ROLE_CONFIRMATION_AUTHORITATIVE_REPRINT
