queue_order	person_id	name_normalized	ambiguity_group_id	mode	prior_sealed_gate	prior_sealed_queue	decision	identity_anchor_url	bridge_url	evidence_url	note_code
3001	FC2515-P21-R0332	李清华	ANG-1257	REUSE_SEALED_CONFIRMED	W3-BATCH-0048	2859	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://cbgc.scol.com.cn/news/7276658	https://cbgc.scol.com.cn/news/7276658	REUSE_CONFIRMED
3002	FC2515-P21-R0334	杨力	ANG-1261	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2860	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3003	FC2515-P21-R0335	杨阳	ANG-1268	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://www.sctyzx.gov.cn/bz/202410/54309863.html		SOURCE_QUALIFIED_ROLE_HIT_STALE_2024_NO_CURRENT_2026_CONFIRMATION
3004	FC2515-P21-R0336	杨阳	ANG-1268	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://dyy.sicau.edu.cn/info/1242/17400.htm		SOURCE_QUALIFIED_ORG_HIT_NO_CURRENT_2026_TITLE_EVIDENCE
3005	FC2515-P21-R0337	杨波	ANG-1264	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2861	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3006	FC2515-P21-R0339	杨钢	ANG-1267	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2862	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3007	FC2515-P21-R0340	杨勇	ANG-1262	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2863	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3008	FC2515-P21-R0342	杨远见	ANG-1266	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2864	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3009	FC2515-P21-R0343	杨宏伟	ANG-1263	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2865	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3010	FC2515-P21-R0344	杨荣春	ANG-1265	REUSE_SEALED_CONFIRMED	W3-BATCH-0048	2866	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://www.zgm.cn/content/6a90f9caa48f1	https://www.zgm.cn/content/6a90f9caa48f1	REUSE_CONFIRMED
3011	FC2515-P21-R0348	吴永建	ANG-1212	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2867	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3012	FC2515-P21-R0351	吴桂芬	ANG-1211	REUSE_SEALED_CONFIRMED	W3-BATCH-0048	2868	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://www.womenofchina.com/flsy/2026/0305/21453.html	https://www.womenofchina.com/flsy/2026/0305/21453.html	REUSE_CONFIRMED
3013	FC2515-P21-R0353	邱伟	ANG-1316	REUSE_SEALED_CONFIRMED	W3-BATCH-0047	2797	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://finance.sina.com.cn/jjxw/2026-07-24/doc-iniivtwx1874201.shtml	https://finance.sina.com.cn/jjxw/2026-07-24/doc-iniivtwx1874201.shtml	REUSE_CONFIRMED
3014	FC2515-P21-R0358	何正国	ANG-1196	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2869	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3015	FC2515-P21-R0362	何建军	ANG-1195	REUSE_SEALED_UNRESOLVED	W3-BATCH-0047	2791	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3016	FC2515-P21-R0365	何蔚明	ANG-1197	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2870	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
