queue_order	person_id	name_normalized	ambiguity_group_id	mode	prior_sealed_gate	prior_sealed_queue	decision	identity_anchor_url	bridge_url	evidence_url	note_code
2941	FC2515-P21-R0176	蒲俐	ANG-1301	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://www.lzsgsl.cn/articles/13155.html	https://www.lzsgsl.cn/articles/13155.html	BRIDGED_CURRENT_ORG_TITLE_CONFIRMED
2942	FC2515-P21-R0177	蒙焱雄	ANG-1300	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2943	FC2515-P21-R0178	赖朝贵	ANG-1307	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2944	FC2515-P21-R0179	廖俊	ANG-1227	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://www.sctyzx.gov.cn/fgjj/202607/54322055.html	https://www.sctyzx.gov.cn/fgjj/202607/54322055.html	BRIDGED_CURRENT_ORG_TITLE_CONFIRMED
2945	FC2515-P21-R0180	廖健	ANG-1228	REUSE_SEALED_UNRESOLVED	W3-BATCH-0047	2812	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
2946	FC2515-P21-R0181	翟继勇	ANG-1294	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			CURRENT_COMPANY_HIT_UNBRIDGED_OR_NOT_CURRENT_2026
2947	FC2515-P21-R0182	熊映平	ANG-1280	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://www.sohu.com/a/984631895_121106884	https://www.sohu.com/a/984631895_121106884	BRIDGED_CURRENT_ORG_TITLE_CONFIRMED
2948	FC2515-P21-R0183	滕德素	ANG-1278	FRESH_WEB_RESEARCH			CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://www.sohu.com/a/979841713_121798391	https://www.sohu.com/a/979841713_121798391	BRIDGED_CURRENT_ORG_TITLE_CONFIRMED
2949	FC2515-P21-R0184	颜泽文	ANG-1341	REUSE_SEALED_UNRESOLVED	W3-BATCH-0047	2802	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
2950	FC2515-P21-R0185	戴学斌	ANG-1242	REUSE_SEALED_UNRESOLVED	W3-BATCH-0047	2803	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
2951	FC2515-P21-R0186	魏弟华	ANG-1347	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2952	FC2515-P21-R0189	丁兆	ANG-1194	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2821	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
2953	FC2515-P21-R0194	马君	ANG-1342	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2822	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
2954	FC2515-P21-R0195	马婧	ANG-1343	REUSE_SEALED_UNRESOLVED	W3-BATCH-0048	2823	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
