queue_order	person_id	name_normalized	ambiguity_group_id	mode	prior_sealed_gate	prior_sealed_queue	decision	identity_anchor_url	bridge_url	evidence_url	note_code
2881	FC2515-P21-R0116	张建明	ANG-1232	REUSE_SEALED_UNRESOLVED	W3-BATCH-0047	2801	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
2882	FC2515-P21-R0117	陆川	ANG-1324	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2883	FC2515-P21-R0118	陈勇	ANG-1325	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2884	FC2515-P21-R0119	陈启章	ANG-1326	REUSE_SEALED_UNRESOLVED	W3-BATCH-0047	2811	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
2885	FC2515-P21-R0120	陈陆文	ANG-1336	REUSE_SEALED_UNRESOLVED	W3-BATCH-0047	2800	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
2886	FC2515-P21-R0121	陈素清	ANG-1331	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2887	FC2515-P21-R0122	陈祥平	ANG-1330	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2888	FC2515-P21-R0123	陈继川	ANG-1332	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2889	FC2515-P21-R0124	陈维亮	ANG-1333	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			CURRENT_COMPANY_HIT_UNBRIDGED_TO_SOURCE_IDENTITY
2890	FC2515-P21-R0125	陈朝钦	ANG-1328	REUSE_SEALED_UNRESOLVED	W3-BATCH-0047	2805	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
2891	FC2515-P21-R0126	陈锦阳	ANG-1335	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			CURRENTNESS_NOT_SUFFICIENTLY_ESTABLISHED
2892	FC2515-P21-R0127	陈新贤	ANG-1327	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2893	FC2515-P21-R0128	陈豫川	ANG-1334	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2894	FC2515-P21-R0129	林孝波	ANG-1269	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2895	FC2515-P21-R0130	林春福	ANG-1270	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			CURRENT_ASSOCIATION_HIT_UNBRIDGED_TO_SOURCE_IDENTITY
2896	FC2515-P21-R0131	罗毅	ANG-1292	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			CURRENT_COMPANY_HIT_UNBRIDGED_TO_SOURCE_IDENTITY
2897	FC2515-P21-R0132	罗阳勇	ANG-1293	REUSE_SEALED_UNRESOLVED	W3-BATCH-0047	2806	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
2898	FC2515-P21-R0133	岳凡宋	ANG-1225	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			CURRENT_COMPANY_HIT_UNBRIDGED_TO_SOURCE_IDENTITY
2899	FC2515-P21-R0134	周强	ANG-1213	FRESH_WEB_RESEARCH			UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
