queue_order,person_id,province,excel_row,identity_resolution,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
4561,FC2515-P01-R0133,北京,133,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4562,FC2515-P01-R0134,北京,134,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4563,FC2515-P01-R0135,北京,135,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4564,FC2515-P01-R0136,北京,136,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR+COMPANY_EXPLICIT_BEIJING_FEDERATION_BRIDGE+CURRENT_ACFIC_ROLE,北京安博通科技股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/lqfw/zzjs/zwdwjs/202506/t20250617_309772.html,
4565,FC2515-P01-R0137,北京,137,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4566,FC2515-P01-R0139,北京,139,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4567,FC2515-P01-R0140,北京,140,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4568,FC2515-P01-R0141,北京,141,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4569,FC2515-P01-R0142,北京,142,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR+ACFIC_EXPLICIT_BEIJING_COMMITTEE_BRIDGE+CURRENT_2026_ROLE,全国工商联青年企业家委员会,副秘书长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.gslhr.org.cn/desc/8597.html,
4570,FC2515-P01-R0143,北京,143,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4571,FC2515-P01-R0144,北京,144,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4572,FC2515-P01-R0145,北京,145,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4573,FC2515-P01-R0146,北京,146,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4574,FC2515-P01-R0147,北京,147,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
