queue_order,person_id,province,excel_row,identity_resolution,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
4321,FC2515-P29-R0087,宁夏,87,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1877,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2025_CPPCC_MEMBER_CONTEXT_FOUND_BUT_NO_SUFFICIENT_CURRENT_2026_ORG_TITLE_EVIDENCE
4322,FC2515-P29-R0088,宁夏,88,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1865,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4323,FC2515-P29-R0089,宁夏,89,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1840,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2025_OFFICIAL_COMPANY_GENERAL_MANAGER_EVIDENCE_FOUND_BUT_NO_SUFFICIENT_CURRENT_2026_CONFIRMATION
4324,FC2515-P29-R0090,宁夏,90,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1867,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4325,FC2515-P29-R0091,宁夏,91,REUSED_SEALED_EVIDENCE_U:0071:4251:ANG-1881,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4326,FC2515-P29-R0092,宁夏,92,REUSED_SEALED_EVIDENCE_U:0072:4264:ANG-1880,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_SAME_NAME_HIT_OUTSIDE_NINGXIA_WITHOUT_SAFE_IDENTITY_BRIDGE
4327,FC2515-P29-R0093,宁夏,93,REUSED_SEALED_EVIDENCE_U:0072:4262:ANG-1882,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OLDER_COMPANY_CHAIRMAN_EVIDENCE_FOUND_BUT_NO_SUFFICIENT_CURRENT_2026_CONFIRMATION
4328,FC2515-P29-R0094,宁夏,94,REUSED_SEALED_EVIDENCE_C:0071:4245:ANG-1838,宁夏宝丰集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.sina.com.cn/hy/hyjz/2026-06-24/doc-inienicz8353295.shtml,
4329,FC2515-P29-R0095,宁夏,95,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1902,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_COMPANY_CHAIRMAN_EVIDENCE_FOUND_BUT_NO_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
4330,FC2515-P29-R0096,宁夏,96,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1892,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_SAME_NAME_HITS_OUTSIDE_NINGXIA_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
4331,FC2515-P29-R0097,宁夏,97,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1893,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_ASSOCIATION_ROLE_HIT_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
4332,FC2515-P29-R0098,宁夏,98,REUSED_SEALED_EVIDENCE_U:0072:4261:ANG-1891,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_SAME_NAME_PUBLIC_SECTOR_HIT_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
4333,FC2515-P29-R0099,宁夏,99,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1903,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_COMPANY_GENERAL_MANAGER_EVIDENCE_FOUND_BUT_NO_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
4334,FC2515-P29-R0100,宁夏,100,REUSED_SEALED_EVIDENCE_C:0071:4260:ANG-1905,宁夏骏华月牙湖农牧科技股份有限公司,董事长、总经理兼信息披露事务负责人,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.csrc.gov.cn/ningxia/c104434/c7649173/content.shtml,
4335,FC2515-P29-R0101,宁夏,101,REUSED_SEALED_EVIDENCE_C:0071:4252:ANG-1904,宁夏麦尔乐食品股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.fujian.gov.cn/xwdt/fjyw/202608/t20260829_7206379.htm,
4336,FC2515-P29-R0102,宁夏,102,REUSED_SEALED_EVIDENCE_U:0071:4244:ANG-1843,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_ZHONGWEI_VICE_MAYOR_SAME_NAME_HIT_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
4337,FC2515-P29-R0103,宁夏,103,REUSED_SEALED_EVIDENCE_U:0071:4257:ANG-1849,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_NINGXIA_ENTREPRENEURS_ASSOCIATION_ROLE_HIT_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
4338,FC2515-P29-R0104,宁夏,104,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1898,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_SAME_NAME_HITS_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
4339,FC2515-P29-R0105,宁夏,105,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1868,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4340,FC2515-P29-R0106,宁夏,106,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1879,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2025_ACFIC_COMPANY_CHAIRMAN_BRIDGE_FOUND_BUT_NO_SUFFICIENT_CURRENT_2026_CONFIRMATION
4341,FC2515-P29-R0108,宁夏,108,REUSED_SEALED_EVIDENCE_U:0072:4265:ANG-1830,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4342,FC2515-P29-R0109,宁夏,109,REUSED_SEALED_EVIDENCE_U:0072:4266:ANG-1831,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4343,FC2515-P29-R0112,宁夏,112,REUSED_SEALED_EVIDENCE_U:0072:4267:ANG-1832,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4344,FC2515-P29-R0115,宁夏,115,REUSED_SEALED_EVIDENCE_U:0072:4268:ANG-1899,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4345,FC2515-P29-R0117,宁夏,117,REUSED_SEALED_EVIDENCE_U:0072:4269:ANG-1901,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OLDER_WUZHONG_INSTRUMENT_ROLE_EVIDENCE_FOUND_BUT_NO_SUFFICIENT_CURRENT_2026_CONFIRMATION
4346,FC2515-P29-R0120,宁夏,120,REUSED_SEALED_EVIDENCE_U:0072:4270:ANG-1900,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_SAME_NAME_HIT_OUTSIDE_NINGXIA_WITHOUT_SAFE_IDENTITY_BRIDGE
4347,FC2515-P29-R0122,宁夏,122,REUSED_SEALED_EVIDENCE_U:0072:4271:ANG-1870,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_COMPANY_LEGAL_REPRESENTATIVE_AND_AFFILIATION_FOUND_BUT_CURRENT_TITLE_NOT_ESTABLISHED
