queue_order,person_id,province,excel_row,name_normalized,source_federation_role,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,unresolved_reason,research_notes
1141,FC2515-P12-R0118,安徽,118,徐善水,常委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP,徐善水,安徽集友新材料股份有限公司,董事长、总裁,CURRENT_ORG_TITLE_CONFIRMED,stock_exchange_filing_with_historical_federation_identity_bridge,A,安徽集友新材料股份有限公司2026年股东会材料,https://big5.sse.com.cn/site/cht/www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-03/603429_20260403_90XW.pdf,2026-04-03,,与已封存 queue 1082 同省、同名且同 ambiguity_group_id=ANG-0434；复用其证据但保留独立 person_id，不做姓名合并。2022全国工商联安徽换届名册锚定安徽省总商会副会长/常委身份；上交所2026披露明确徐善水现任董事长、总裁。
1142,FC2515-P12-R0119,安徽,119,殷金宝,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,殷金宝,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,安徽省工商联第十二届执行委员会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ah/202208/t20220812_312855.html,2026-09-20,检索到天津银行系统同名历史人物，但地域、履历和生存状态均与安徽省工商联源身份不一致，明确排除；未发现可安全桥接的安徽当前角色。,保持未决；同名命中、旧职务或缺少工商联身份桥的候选均未写入。
1143,FC2515-P12-R0120,安徽,120,高君,常委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP,高君,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official,A,安徽省工商联现任领导页 + 2026 current-role conflict review,https://www.ahgcc.cn/Survey/,2026-09-20,"高君 current-role status is conflict-held: the official Anhui federation surface still lists him as 省总商会副会长、宝业集团安徽有限公司总经理, while June 2026 reporting says he was taken measures and had lost contact; no current organization/title is asserted until the conflict is cleared.",与已封存 queue 1068 同省、同名且同 ambiguity_group_id=ANG-0488；复用其证据但保留独立 person_id，不做姓名合并。ACFIC 2022 Anhui election roster anchors 高君 to this exact provincial federation role (副会长). Current official federation listing was preserved as evidence but not promoted into current fields because later public reporting creates a material status conflict. Conflict reference: https://www.sohu.com/a/1035630526_100126234
1144,FC2515-P12-R0121,安徽,121,高晓谋,常委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP,高晓谋,安徽中天石化股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,federation_official,A,安徽省工商业联合会（总商会）现任领导,https://www.ahgcc.cn/Survey/,2026-09-20,,"与已封存 queue 1060 同省、同名且同 ambiguity_group_id=ANG-0489；复用其证据但保留独立 person_id，不做姓名合并。ACFIC 2022 Anhui election roster anchors 高晓谋 to this exact provincial federation role (副主席). The live official Anhui federation/chamber leadership surface directly lists this person together with the current federation role and the stored current organization/title; identity is therefore closed by federation context, not name alone."
1145,FC2515-P12-R0122,安徽,122,高维民,常委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP,高维民,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Anhui 2022 election identity + 2026 official-leadership/current-role verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ah/202208/t20220802_312829.html,2026-09-20,"高维民 remains current-role unresolved: the historical federation identity is verified, but the current official Anhui leadership surface no longer lists the name and targeted current research did not safely establish a replacement organization/title.",与已封存 queue 1046 同省、同名且同 ambiguity_group_id=ANG-0490；复用其证据但保留独立 person_id，不做姓名合并。ACFIC 2022 Anhui election roster anchors 高维民 to this exact provincial federation role (专职副主席). Absence from the current leadership surface is not treated as proof of no current role; no name-only replacement match is promoted.
1146,FC2515-P12-R0123,安徽,123,曹建,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,曹建,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,安徽省工商联第十二届执行委员会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ah/202208/t20220812_312855.html,2026-09-20,可确认2023年亳州市委统战部副部长、市工商联党组书记历史身份，但未找到足够新的2026权威现职证据，故不延续旧职。,保持未决；同名命中、旧职务或缺少工商联身份桥的候选均未写入。
1147,FC2515-P12-R0124,安徽,124,曹金栋,常委,CURRENT_ROLE_CONFIRMED_WITH_CONTEXTUAL_IDENTITY_BRIDGE,曹金栋,中共安庆市委统一战线工作部,副部长（兼安庆市党外知识分子联谊会常务副会长）,CURRENT_ORG_TITLE_CONFIRMED,government_party_official_current_role_with_federation_identity_bridge,A,市党外知识分子联谊会召开三届三次理事会会议,https://www.aqtz.gov.cn/html/news/1005/16196.html,2026-05-12,,安庆统一战线2026-05官方稿明确曹金栋现任市委统战部副部长；2025-11同一官方站点明确其同时任市工商联党组书记，形成源工商联身份到当前角色的连续桥接。
1148,FC2515-P12-R0125,安徽,125,梁万标,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,梁万标,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,安徽省工商联第十二届执行委员会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ah/202208/t20220812_312855.html,2026-09-20,检索到安徽省京港物流有限公司及商协会同名现职信息，但未找到能把该身份与安徽省工商联常委源记录安全连接的独立桥接证据。,保持未决；同名命中、旧职务或缺少工商联身份桥的候选均未写入。
1149,FC2515-P12-R0126,安徽,126,梁红群,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,梁红群,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,安徽省工商联第十二届执行委员会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ah/202208/t20220812_312855.html,2026-09-20,2026公开资料明确阜阳市妇联党组书记、主席梁红群，但缺少将该现职身份与安徽省工商联常委源记录安全闭合的跨来源桥接，故不按姓名直接挂接。,保持未决；同名命中、旧职务或缺少工商联身份桥的候选均未写入。
1150,FC2515-P12-R0127,安徽,127,彭友,常委,HISTORICAL_IDENTITY_CURRENT_ROLE_UNRESOLVED,彭友,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,安徽省工商联第十二届执行委员会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ah/202208/t20220812_312855.html,2026-09-20,2026上市公司相关公开信息支持芯瑞达董事长彭友仍在任，但本轮未找到把安徽省工商联常委源记录与该上市公司身份直接闭合的独立工商联/企业桥接证据。,保持未决；同名命中、旧职务或缺少工商联身份桥的候选均未写入。
