queue_order,person_id,province,excel_row,source_fragment,federation_role,identity_resolution,candidate_names,repair_notes,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,current_organization,current_title,current_verification_status,unresolved_reason
181,FC2515-P05-R0059,河北,59,王季文,常委,IDENTITY_ONLY_OFFICIAL_ROSTER,王季文,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
182,FC2515-P05-R0060,河北,60,王建立,常委,IDENTITY_ONLY_OFFICIAL_ROSTER,王建立,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
183,FC2515-P05-R0061,河北,61,王建江,常委,CURRENT_PUBLIC_ROLE_IDENTIFIED,王建江,Fresh 2026 report identifies 王建江 as 邢台市政协副主席 and separately names 张鹏 as the current city federation chair; this avoids carrying forward the pre-election federation title.,authoritative_media,B,邢台市工商联赴深穗开展考察交流,https://www.hebjjrb.cn/system/2026/03/29/102166537.shtml,2026-03-30,中国人民政治协商会议河北省邢台市委员会,副主席,CURRENT_ORG_TITLE_CONFIRMED,
184,FC2515-P05-R0062,河北,62,王轶超,常委,IDENTITY_ONLY_OFFICIAL_ROSTER,王轶超,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
185,FC2515-P05-R0064,河北,64,王炳章,常委,IDENTITY_ONLY_OFFICIAL_ROSTER,王炳章,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
186,FC2515-P05-R0065,河北,65,王根才,常委,IDENTITY_ONLY_OFFICIAL_ROSTER,王根才,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
187,FC2515-P05-R0066,河北,66,王铉斐,常委,IDENTITY_ONLY_OFFICIAL_ROSTER,王铉斐,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
188,FC2515-P05-R0067,河北,67,王彩霞,常委,IDENTITY_ONLY_OFFICIAL_ROSTER,王彩霞,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
189,FC2515-P05-R0068,河北,68,卢勇,常委,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,卢勇,Xinhua/People report gives a fresh enterprise role for 卢勇; Hebei federation roster supplies the provincial federation identity context.,authoritative_media,B,全国“两优一先”风采录丨“航天铸镜人”卢勇：匠心攻坚，守护航天安全,https://cpc.people.com.cn/n1/2026/0709/c462314-40756868.html,2026-07-09,秦皇岛星箭特种玻璃有限公司,党支部书记、董事长,CURRENT_ORG_TITLE_CONFIRMED,
190,FC2515-P05-R0069,河北,69,叶少华,常委,IDENTITY_ONLY_OFFICIAL_ROSTER,叶少华,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
