queue_order,person_id,province,excel_row,name_normalized,source_federation_role,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,unresolved_reason,research_notes
1561,FC2515-P13-R0483,福建,483,林升健,执委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP_AND_REGION,林升健,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,与已封存 queue 1386 同省、同名、同 ambiguity_group_id=ANG-0559 且 region_qualifier=<blank> 一致；复用证据但保留独立 person_id。2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1562,FC2515-P13-R0484,福建,484,林从金,执委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP_AND_REGION,林从金,洛江区工商业联合会（总商会）,主席（会长，兼洛江区政协副主席）,CURRENT_ORG_TITLE_CONFIRMED,authoritative_local_media_current_federation_role,B,洛江区召开各乡镇（街道）商会暨社团组织座谈会,https://www.mnw.cn/quanzhou/luojiang/3115174.html,2026-08-10,,与已封存 queue 1387 同省、同名、同 ambiguity_group_id=ANG-0558 且 region_qualifier=<blank> 一致；复用证据但保留独立 person_id。大美洛江来源的2026-08材料直接写明洛江区政协副主席、区工商联（总商会）主席（会长）林从金；当前工商联角色与福建省工商联常委历史身份形成同体系身份桥。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1563,FC2515-P13-R0486,福建,486,林龙金,执委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP_AND_REGION,林龙金,福建省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,federation_official_current_role,A,福建：税商联动筑牢民企合规经营防线,https://wap.acfic.org.cn/gdgslgz_14277/202607/t20260701_327276.html,2026-07-01,,与已封存 queue 1388 同省、同名、同 ambiguity_group_id=ANG-0576 且 region_qualifier=<blank> 一致；复用证据但保留独立 person_id。与已封存 queue 1238 同省、同名且同 ambiguity_group_id=ANG-0576；复用证据但保留独立 person_id。全国工商联2026-07官方稿直接写明福建省工商联副主席林龙金。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1564,FC2515-P13-R0493,福建,493,林红英,执委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP_AND_REGION,林红英,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,与已封存 queue 1389 同省、同名、同 ambiguity_group_id=ANG-0569 且 region_qualifier=<blank> 一致；复用证据但保留独立 person_id。2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1565,FC2515-P13-R0494,福建,494,林远朝,执委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP_AND_REGION,林远朝,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,与已封存 queue 1390 同省、同名、同 ambiguity_group_id=ANG-0571 且 region_qualifier=<blank> 一致；复用证据但保留独立 person_id。2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1566,FC2515-P13-R0495,福建,495,林孝发,执委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP_AND_REGION,林孝发,九牧集团,党委书记、董事长,CURRENT_ORG_TITLE_CONFIRMED,government_official_current_role_with_historical_org_bridge,A,福建省工信系统全国两会代表委员履职报道,https://gxt.fujian.gov.cn/zwgk/xw/hydt/snhydt/202603/t20260309_7107501.htm,2026-03-09,,与已封存 queue 1391 同省、同名、同 ambiguity_group_id=ANG-0562 且 region_qualifier=<blank> 一致；复用证据但保留独立 person_id。与已封存 queue 1248 同省、同名且同 ambiguity_group_id=ANG-0562；复用证据但保留独立 person_id。源记录已有九牧集团董事长历史组织键；福建省工信厅2026-03明确林孝发为九牧集团党委书记、董事长。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1567,FC2515-P13-R0496,福建,496,林志国,执委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP_AND_REGION,林志国,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,与已封存 queue 1392 同省、同名、同 ambiguity_group_id=ANG-0564 且 region_qualifier=<blank> 一致；复用证据但保留独立 person_id。2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1568,FC2515-P13-R0497,福建,497,林宏楠,执委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP_AND_REGION,林宏楠,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,与已封存 queue 1393 同省、同名、同 ambiguity_group_id=ANG-0563 且 region_qualifier=<blank> 一致；复用证据但保留独立 person_id。2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1569,FC2515-P13-R0498,福建,498,林启明,执委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP_AND_REGION,林启明,,,UNRESOLVED_CURRENT_ORG_TITLE,federation_official_historical_identity_plus_targeted_current_research,A,福建省工商业联合会（总商会）第十二届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html,2022-08-30,已针对2026年政府、工商联、企业官网、上市公司披露及权威媒体进行当前角色检索；现有命中缺少足够的源身份桥、存在同名风险，或未能证明当前职务仍在任，因此保持未决。,与已封存 queue 1394 同省、同名、同 ambiguity_group_id=ANG-0560 且 region_qualifier=<blank> 一致；复用证据但保留独立 person_id。2026-09-20完成本批当前角色公开检索；禁止以姓名单字段认人。历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
1570,FC2515-P13-R0502,福建,502,林国镜,执委,REUSED_SEALED_EVIDENCE_SAME_REPOSITORY_AMBIGUITY_GROUP_AND_REGION,林国镜,福建大东海实业集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,authoritative_media_current_role_with_historical_org_bridge,B,福建省优秀民营企业家拟表彰对象公示,https://news.xmnn.cn/fjxw/202608/t20260816_445282.html,2026-08-17,,与已封存 queue 1395 同省、同名、同 ambiguity_group_id=ANG-0561 且 region_qualifier=<blank> 一致；复用证据但保留独立 person_id。与已封存 queue 1249 同省、同名且同 ambiguity_group_id=ANG-0561；复用证据但保留独立 person_id。源记录已有福建大东海集团董事长历史组织键；2026-08福建日报来源公示列林国镜为福建大东海实业集团有限公司董事长。 历史身份锚点：https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_fj/202208/t20220830_312930.html
