queue_order,person_id,province,excel_row,source_fragment,federation_role,identity_resolution,candidate_names,repair_notes,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,current_organization,current_title,current_verification_status,unresolved_reason
301,FC2515-P05-R0280,河北,280,宋建国,执委,IDENTITY_ONLY_OFFICIAL_ROSTER,宋建国,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved after targeted current-role search did not safely close identity-to-employer linkage.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
302,FC2515-P05-R0281,河北,281,宋炳方,执委,IDENTITY_ONLY_OFFICIAL_ROSTER,宋炳方,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved after targeted current-role search did not safely close identity-to-employer linkage.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
303,FC2515-P05-R0282,河北,282,张驰,执委,IDENTITY_ONLY_OFFICIAL_ROSTER,张驰,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved after targeted current-role search did not safely close identity-to-employer linkage.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
304,FC2515-P05-R0284,河北,284,张海,执委,IDENTITY_ONLY_OFFICIAL_ROSTER,张海,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved after targeted current-role search did not safely close identity-to-employer linkage.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
305,FC2515-P05-R0285,河北,285,张辉,执委,IDENTITY_ONLY_OFFICIAL_ROSTER,张辉,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved after targeted current-role search did not safely close identity-to-employer linkage.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
306,FC2515-P05-R0291,河北,291,张书军,执委,IDENTITY_ONLY_OFFICIAL_ROSTER,张书军,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved after targeted current-role search did not safely close identity-to-employer linkage.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
307,FC2515-P05-R0292,河北,292,张玉虎,执委,IDENTITY_ONLY_OFFICIAL_ROSTER,张玉虎,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved after targeted current-role search did not safely close identity-to-employer linkage.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
308,FC2515-P05-R0297,河北,297,张志祥,执委,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,张志祥,Official Hebei federation roster anchors 张志祥; 2026 coverage quoting 建龙集团 identifies him as current chairman and president.,authoritative_media,B,宝钢股份董事长邹继新在烟台鲁宝与建龙集团董事长张志祥会谈：就进一步深化合作达成重要共识,https://finance.sina.com.cn/wm/2026-05-28/doc-inhznkuh8454271.shtml,2026-05-28,北京建龙重工集团有限公司,董事长、总裁,CURRENT_ORG_TITLE_CONFIRMED,
309,FC2515-P05-R0298,河北,298,张丽英,执委,IDENTITY_ONLY_OFFICIAL_ROSTER,张丽英,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved after targeted current-role search did not safely close identity-to-employer linkage.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
310,FC2515-P05-R0299,河北,299,张连水,执委,IDENTITY_ONLY_OFFICIAL_ROSTER,张连水,Identity retained from official Hebei federation roster; current organization/title intentionally left unresolved after targeted current-role search did not safely close identity-to-employer linkage.,federation_official,A,河北省工商业联合会(总商会)第十三届执委会名单,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,2022-07-15,,,UNRESOLVED_CURRENT_ORG_TITLE,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
