queue_order	person_id	name_normalized	ambiguity_group_id	mode	prior_sealed_gate	prior_sealed_queue	decision	identity_anchor_url	bridge_url	evidence_url	note_code
2521	FC2515-P19-R0559	潘康虎	ANG-1020	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2352	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2522	FC2515-P19-R0560	戴汝新	ANG-0983	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2353	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2523	FC2515-P19-R0564	马少福	ANG-1086	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2354	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2524	FC2515-P19-R0565	王来春	ANG-1026	REUSE_PLUS_CURRENT_RECHECK	W3-BATCH-0037	2220	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html	https://finance.sina.com.cn/wm/2026-04-16/doc-inhuryek2893682.shtml	https://finance.sina.com.cn/wm/2026-04-16/doc-inhuryek2893682.shtml	REUSE_RECHECK_CONFIRMED
2525	FC2515-P19-R0566	王诗增	ANG-1030	REUSE_PLUS_CURRENT_RECHECK	W3-BATCH-0040	2355	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html	https://www.gdsfjsh.com/	https://www.gdsfjsh.com/	REUSE_RECHECK_CONFIRMED
2526	FC2515-P19-R0569	列海权	ANG-0935	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2356	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2527	FC2515-P19-R0570	吕耀华	ANG-0945	REUSE_SEALED_UNRESOLVED	W3-BATCH-0038	2223	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2528	FC2515-P19-R0572	刘晋嵩	ANG-0938	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2357	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2529	FC2515-P19-R0573	刘根森	ANG-0939	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2358	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2530	FC2515-P19-R0574	许凌	ANG-1048	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2359	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2531	FC2515-P19-R0580	吴芳华	ANG-0956	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2360	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2532	FC2515-P19-R0581	吴学明	ANG-0950	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2361	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2533	FC2515-P19-R0584	张莹	ANG-0975	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2362	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2534	FC2515-P19-R0585	张耀华	ANG-0974	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2363	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2535	FC2515-P19-R0586	陈丹丹	ANG-1066	REUSE_PLUS_CURRENT_RECHECK	W3-BATCH-0040	2364	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html	https://m.21jingji.com/article/20260128/herald/9a72622e50cfbe6c44932f2aa4128c0d.html	https://m.21jingji.com/article/20260128/herald/9a72622e50cfbe6c44932f2aa4128c0d.html	REUSE_RECHECK_CONFIRMED
2536	FC2515-P19-R0589	周厚立	ANG-0957	REUSE_PLUS_CURRENT_RECHECK	W3-BATCH-0040	2365	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html		https://www.hkcd.com/hkcdweb/content/2026/03/10/content_8744103.html	REUSE_RECHECK_CONFIRMED
2537	FC2515-P19-R0591	郑林栋	ANG-1060	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2366	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
2538	FC2515-P19-R0596	彭少衍	ANG-0978	REUSE_SEALED_UNRESOLVED	W3-BATCH-0040	2367	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_gd/202209/t20220919_313061.html			REUSE_UNRESOLVED
