queue_order,person_id,province,excel_row,identity_resolution,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
4261,FC2515-P29-R0023,宁夏,23,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1891,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_SAME_NAME_PUBLIC_SECTOR_HIT_WITHOUT_SAFE_SOURCE_PERSON_IDENTITY_BRIDGE
4262,FC2515-P29-R0024,宁夏,24,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1882,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OLDER_COMPANY_CHAIRMAN_EVIDENCE_FOUND_BUT_NO_SUFFICIENT_CURRENT_2026_CONFIRMATION
4263,FC2515-P29-R0025,宁夏,25,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR+CURRENT_2026_BRIDGED_ROLE:ANG-1888,宁夏正丰房地产开发有限公司,总经理,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.rmzxw.com.cn/c/2026-05-23/3920216.shtml,
4264,FC2515-P29-R0026,宁夏,26,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1880,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_SAME_NAME_HIT_OUTSIDE_NINGXIA_WITHOUT_SAFE_IDENTITY_BRIDGE
4265,FC2515-P29-R0029,宁夏,29,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1830,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4266,FC2515-P29-R0030,宁夏,30,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1831,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4267,FC2515-P29-R0032,宁夏,32,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1832,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4268,FC2515-P29-R0034,宁夏,34,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1899,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_2022_NINGXIA_IDENTITY_ANCHOR_BUT_NO_SUFFICIENT_CURRENT_2026_BRIDGED_ORG_TITLE_EVIDENCE
4269,FC2515-P29-R0035,宁夏,35,REUSED_SEALED_EVIDENCE_U:0071:4246:ANG-1901,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OLDER_WUZHONG_INSTRUMENT_ROLE_EVIDENCE_FOUND_BUT_NO_SUFFICIENT_CURRENT_2026_CONFIRMATION
4270,FC2515-P29-R0036,宁夏,36,OFFICIAL_ACFIC_2022_SOURCE_ANCHOR_UNRESOLVED:ANG-1900,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_2026_SAME_NAME_HIT_OUTSIDE_NINGXIA_WITHOUT_SAFE_IDENTITY_BRIDGE
