queue_order	person_id	name_normalized	ambiguity_group_id	mode	prior_sealed_gate	prior_sealed_queue	decision	identity_anchor_url	bridge_url	evidence_url	note_code
3061	FC2515-P21-R0478	闻涛	ANG-1323	REUSE_SEALED_UNRESOLVED	W3-BATCH-0047	2790	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3062	FC2515-P21-R0479	洪磊	ANG-1276	REUSE_SEALED_UNRESOLVED	W3-BATCH-0049	2907	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3063	FC2515-P21-R0480	费功全	ANG-1306	REUSE_SEALED_CONFIRMED	W3-BATCH-0047	2793	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://www.nbd.com.cn/articles/2026-03-04/4279502.html	https://www.nbd.com.cn/articles/2026-03-04/4279502.html	REUSE_CONFIRMED
3064	FC2515-P21-R0483	骆长文	ANG-1345	REUSE_SEALED_UNRESOLVED	W3-BATCH-0049	2908	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3065	FC2515-P21-R0487	桂勇	ANG-1272	REUSE_SEALED_UNRESOLVED	W3-BATCH-0049	2909	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3066	FC2515-P21-R0488	夏洪	ANG-1221	REUSE_SEALED_UNRESOLVED	W3-BATCH-0049	2910	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3067	FC2515-P21-R0490	徐骁	ANG-1241	REUSE_SEALED_UNRESOLVED	W3-BATCH-0049	2911	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3068	FC2515-P21-R0491	徐长法	ANG-1240	REUSE_SEALED_UNRESOLVED	W3-BATCH-0049	2912	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3069	FC2515-P21-R0492	徐春龙	ANG-1239	REUSE_SEALED_CONFIRMED	W3-BATCH-0049	2913	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://www.sctyzx.gov.cn/gdtzgz/202601/54320077.html	https://www.sctyzx.gov.cn/gdtzgz/202601/54320077.html	REUSE_CONFIRMED
3070	FC2515-P21-R0497	高银江	ANG-1346	REUSE_SEALED_UNRESOLVED	W3-BATCH-0049	2914	UNRESOLVED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html			REUSE_UNRESOLVED
3071	FC2515-P21-R0500	郭代军	ANG-1319	REUSE_SEALED_CONFIRMED	W3-BATCH-0047	2787	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://www.sohu.com/a/1001364124_121106884	https://www.sohu.com/a/1001364124_121106884	REUSE_CONFIRMED
3072	FC2515-P21-R0501	郭启太	ANG-1320	REUSE_SEALED_CONFIRMED	W3-BATCH-0049	2915	CONFIRMED	https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_sc/202208/t20220830_312931.html	https://www.sctyzx.gov.cn/zy/202601/54320078.html	https://www.sctyzx.gov.cn/zy/202601/54320078.html	REUSE_CONFIRMED
