queue_order,person_id,province,excel_row,identity_resolution,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
2701,FC2515-P20-R0213,海南,213,REUSED_SEALED_EVIDENCE_U:0044:2607:ANG-1148,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2607
2702,FC2515-P20-R0215,海南,215,REUSED_SEALED_EVIDENCE_U:0044:2608:ANG-1165,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2608
2703,FC2515-P20-R0219,海南,219,REUSED_SEALED_EVIDENCE_U:0044:2609:ANG-1114,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2609
2704,FC2515-P20-R0222,海南,222,REUSED_SEALED_EVIDENCE_U:0044:2610:ANG-1101,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2610
2705,FC2515-P20-R0224,海南,224,REUSED_SEALED_EVIDENCE_U:0044:2611:ANG-1136,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2611
2706,FC2515-P20-R0225,海南,225,REUSED_SEALED_EVIDENCE_C:0044:2612:ANG-1132,海南一龄医疗产业发展有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.10100.com/article/114611303,
2707,FC2515-P20-R0230,海南,230,REUSED_SEALED_EVIDENCE_C:0044:2613:ANG-1135,海南金盘智能科技股份有限公司,董事、高级副总裁,CURRENT_ORG_TITLE_CONFIRMED,B,https://epaper.cs.com.cn/zgzqb/html/2025-02/26/nw.D110000zgzqb_20250226_1-B016.htm,
2708,FC2515-P20-R0231,海南,231,REUSED_SEALED_EVIDENCE_U:0044:2614:ANG-1128,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2614
2709,FC2515-P20-R0233,海南,233,REUSED_SEALED_EVIDENCE_U:0044:2615:ANG-1129,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2615
2710,FC2515-P20-R0234,海南,234,REUSED_SEALED_EVIDENCE_U:0044:2616:ANG-1130,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2616
2711,FC2515-P20-R0236,海南,236,REUSED_SEALED_EVIDENCE_U:0044:2617:ANG-1133,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2617
2712,FC2515-P20-R0238,海南,238,REUSED_SEALED_EVIDENCE_U:0044:2618:ANG-1134,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2618
2713,FC2515-P20-R0239,海南,239,REUSED_SEALED_EVIDENCE_C:0044:2619:ANG-1131,海南省湖南商会,会长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.soucoc.com/zixun/shanghuihao/20260113/hao17683257675400.html,
2714,FC2515-P20-R0243,海南,243,REUSED_SEALED_EVIDENCE_U:0044:2620:ANG-1137,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2620
2715,FC2515-P20-R0244,海南,244,REUSED_SEALED_EVIDENCE_U:0044:2621:ANG-1139,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2621
2716,FC2515-P20-R0246,海南,246,REUSED_SEALED_EVIDENCE_U:0044:2622:ANG-1138,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2622
2717,FC2515-P20-R0253,海南,253,REUSED_SEALED_EVIDENCE_U:0044:2623:ANG-1111,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2623
2718,FC2515-P20-R0255,海南,255,REUSED_SEALED_EVIDENCE_U:0044:2624:ANG-1112,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2624
2719,FC2515-P20-R0268,海南,268,REUSED_SEALED_EVIDENCE_U:0044:2625:ANG-1104,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2625
2720,FC2515-P20-R0269,海南,269,REUSED_SEALED_EVIDENCE_U:0044:2626:ANG-1149,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2626
2721,FC2515-P20-R0270,海南,270,REUSED_SEALED_EVIDENCE_U:0044:2627:ANG-1115,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2627
2722,FC2515-P20-R0273,海南,273,REUSED_SEALED_EVIDENCE_U:0044:2628:ANG-1123,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2628
2723,FC2515-P20-R0276,海南,276,REUSED_SEALED_EVIDENCE_U:0044:2629:ANG-1119,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2629
2724,FC2515-P20-R0281,海南,281,REUSED_SEALED_EVIDENCE_U:0044:2630:ANG-1121,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2630
2725,FC2515-P20-R0282,海南,282,REUSED_SEALED_EVIDENCE_C:0044:2631:ANG-1122,海南金畅现代物流中心有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/lqfw/zzjs/zwdwjs/202506/t20250617_309772.html,
2726,FC2515-P20-R0283,海南,283,REUSED_SEALED_EVIDENCE_U:0044:2632:ANG-1120,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2632
2727,FC2515-P20-R0287,海南,287,REUSED_SEALED_EVIDENCE_U:0044:2633:ANG-1180,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2633
2728,FC2515-P20-R0288,海南,288,REUSED_SEALED_EVIDENCE_U:0044:2633:ANG-1180,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2633
2729,FC2515-P20-R0289,海南,289,REUSED_SEALED_EVIDENCE_U:0044:2634:ANG-1178,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2634
2730,FC2515-P20-R0290,海南,290,REUSED_SEALED_EVIDENCE_U:0044:2635:ANG-1179,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2635
2731,FC2515-P20-R0293,海南,293,REUSED_SEALED_EVIDENCE_U:0044:2636:ANG-1185,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2636
2732,FC2515-P20-R0295,海南,295,REUSED_SEALED_EVIDENCE_U:0044:2637:ANG-1177,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2637
2733,FC2515-P20-R0297,海南,297,REUSED_SEALED_EVIDENCE_U:0044:2638:ANG-1186,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2638
2734,FC2515-P20-R0309,海南,309,REUSED_SEALED_EVIDENCE_U:0044:2639:ANG-1183,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2639
2735,FC2515-P20-R0311,海南,311,REUSED_SEALED_EVIDENCE_U:0044:2640:ANG-1182,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0044:q2640
2736,FC2515-P20-R0313,海南,313,REUSED_SEALED_EVIDENCE_U:0045:2641:ANG-1181,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0045:q2641
2737,FC2515-P20-R0314,海南,314,REUSED_SEALED_EVIDENCE_U:0045:2642:ANG-1184,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0045:q2642
2738,FC2515-P20-R0317,海南,317,REUSED_SEALED_EVIDENCE_C:0045:2643:ANG-1143,海南省工商业联合会,党组书记,CURRENT_ORG_TITLE_CONFIRMED,A,https://news.hainanu.edu.cn/info/1002/427591.htm,
2739,FC2515-P20-R0318,海南,318,REUSED_SEALED_EVIDENCE_C:0045:2644:ANG-1140,海南省工商业联合会,党组成员、专职副主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.sina.com.cn/wm/2026-05-23/doc-inhyvtiv7198440.shtml,
2740,FC2515-P20-R0319,海南,319,REUSED_SEALED_EVIDENCE_C:0045:2645:ANG-1145,海南传味文昌鸡产业股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://k.sina.com.cn/article_7857201856_1d45362c001903qnvu.html,
2741,FC2515-P20-R0325,海南,325,REUSED_SEALED_EVIDENCE_C:0045:2646:ANG-1142,三亚市工商业联合会,党组书记,CURRENT_ORG_TITLE_CONFIRMED,A,https://tzb.sanya.gov.cn/tzbsite/fgjj/202605/d841a8115a754b548a04bd9360edffd7.shtml,
2742,FC2515-P20-R0327,海南,327,REUSED_SEALED_EVIDENCE_U:0045:2647:ANG-1141,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0045:q2647
2743,FC2515-P20-R0329,海南,329,REUSED_SEALED_EVIDENCE_U:0045:2648:ANG-1144,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0045:q2648
