queue_order,person_id,province,excel_row,source_fragment,federation_role,identity_resolution,candidate_names,repair_notes,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,current_organization,current_title,current_verification_status,unresolved_reason
541,FC2515-P10-R0178,江苏,178,徐浩宇,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,徐浩宇,Name + 江苏 source scope + federation role reconcile to the official Sep-2026 standing-committee roster. Current higher roles supersede stale labels; no name-only inference.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年9月，共计120人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-09,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,
542,FC2515-P10-R0179,江苏,179,殷平,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,殷平,Name + 江苏 source scope + federation role reconcile to the official Sep-2026 standing-committee roster. Current higher roles supersede stale labels; no name-only inference.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年9月，共计120人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-09,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
543,FC2515-P10-R0180,江苏,180,殷爱国,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,殷爱国,Name + 江苏 source scope + federation role reconcile to the official Sep-2026 standing-committee roster. Current higher roles supersede stale labels; no name-only inference.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年9月，共计120人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-09,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,
544,FC2515-P10-R0181,江苏,181,奚爱国,常委,CURRENT_ROLE_CONFIRMED_WITH_ROLE_HISTORY_BRIDGE,奚爱国,"Repository source anchors 奚爱国 in Jiangsu federation context; 2022 ACFIC evidence identifies the same rare-name Jiangsu person as 泰州市政协副主席、市工商联主席, and the 2026 民革中央 official page identifies 奚爱国 as 民革江苏省委会副主委. Province + federation-history bridge avoids a name-only match. Historical bridge: https://www.acfic.org.cn/gdgslgz/js/bjgslgz/202202/t20220221_280128.html",formal_association_official,A,民革江苏省委会十二届十八次常委会会议暨理论学习中心组学习会在南京召开,https://www.minge.gov.cn/n1/2026/0803/c415693-40773119.html,2026-08-03,中国国民党革命委员会江苏省委员会,副主委,CURRENT_ORG_TITLE_CONFIRMED,
545,FC2515-P10-R0182,江苏,182,高飞,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,高飞,Name + 江苏 source scope + federation role reconcile to the official Sep-2026 standing-committee roster. Current higher roles supersede stale labels; no name-only inference.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年9月，共计120人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-09,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
546,FC2515-P10-R0183,江苏,183,高晓东,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,高晓东,Name + 江苏 source scope + federation role reconcile to the official Sep-2026 standing-committee roster. Current higher roles supersede stale labels; no name-only inference.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年9月，共计120人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-09,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
547,FC2515-P10-R0184,江苏,184,郭东升,常委,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,郭东升,Checked newest Jiangsu federation standing/executive rosters and targeted fresh public evidence; stale titles were not carried forward and same-name hits were rejected unless identity closed.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年9月，共计120人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-09,,,UNRESOLVED_CURRENT_ORG_TITLE,"郭东升 is absent from both the latest Sep-2026 Jiangsu standing-committee roster and the current Jul-2026 executive roster. Public material as late as May 2026 still called him 江苏省工商联党组成员、副主席, but that is superseded by newer official composition pages; no post-change current organization/title could be safely established."
548,FC2515-P10-R0185,江苏,185,郭宏新,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,郭宏新,Name + 江苏 source scope + federation role reconcile to the official Sep-2026 standing-committee roster. Current higher roles supersede stale labels; no name-only inference.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年9月，共计120人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-09,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
549,FC2515-P10-R0186,江苏,186,唐成杰,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,唐成杰,Name + 江苏 source scope + federation role reconcile to the official Sep-2026 standing-committee roster. Current higher roles supersede stale labels; no name-only inference.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年9月，共计120人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-09,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
550,FC2515-P10-R0187,江苏,187,唐冠玉,常委,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,唐冠玉,Name + 江苏 source scope + federation role reconcile to the official Sep-2026 standing-committee roster. Current higher roles supersede stale labels; no name-only inference.,federation_official,A,江苏省工商业联合会第十二届常务委员会组成人员名单（2026年9月，共计120人）,https://www.jssh.org.cn/zzjg/fzxfhz/,2026-09,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,
