queue_order,person_id,province,excel_row,identity_resolution,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
2881,FC2515-P21-R0116,四川,116,REUSED_SEALED_EVIDENCE_U:0047:2801:ANG-1232,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2801
2882,FC2515-P21-R0117,四川,117,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1324,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2883,FC2515-P21-R0118,四川,118,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1325,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2884,FC2515-P21-R0119,四川,119,REUSED_SEALED_EVIDENCE_U:0047:2811:ANG-1326,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2811
2885,FC2515-P21-R0120,四川,120,REUSED_SEALED_EVIDENCE_U:0047:2800:ANG-1336,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2800
2886,FC2515-P21-R0121,四川,121,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1331,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2887,FC2515-P21-R0122,四川,122,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1330,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2888,FC2515-P21-R0123,四川,123,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1332,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2889,FC2515-P21-R0124,四川,124,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1333,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_COMPANY_HIT_UNBRIDGED_TO_SOURCE_IDENTITY
2890,FC2515-P21-R0125,四川,125,REUSED_SEALED_EVIDENCE_U:0047:2805:ANG-1328,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2805
2891,FC2515-P21-R0126,四川,126,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1335,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENTNESS_NOT_SUFFICIENTLY_ESTABLISHED
2892,FC2515-P21-R0127,四川,127,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1327,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2893,FC2515-P21-R0128,四川,128,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1334,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2894,FC2515-P21-R0129,四川,129,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1269,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2895,FC2515-P21-R0130,四川,130,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1270,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_ASSOCIATION_HIT_UNBRIDGED_TO_SOURCE_IDENTITY
2896,FC2515-P21-R0131,四川,131,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1292,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_COMPANY_HIT_UNBRIDGED_TO_SOURCE_IDENTITY
2897,FC2515-P21-R0132,四川,132,REUSED_SEALED_EVIDENCE_U:0047:2806:ANG-1293,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2806
2898,FC2515-P21-R0133,四川,133,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1225,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_COMPANY_HIT_UNBRIDGED_TO_SOURCE_IDENTITY
2899,FC2515-P21-R0134,四川,134,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1213,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2900,FC2515-P21-R0135,四川,135,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1318,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2901,FC2515-P21-R0136,四川,136,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1311,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2902,FC2515-P21-R0137,四川,137,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1308,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2903,FC2515-P21-R0138,四川,138,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1310,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2904,FC2515-P21-R0139,四川,139,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1309,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2905,FC2515-P21-R0140,四川,140,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1271,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2906,FC2515-P21-R0141,四川,141,REUSED_SEALED_EVIDENCE_U:0047:2814:ANG-1321,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2814
2907,FC2515-P21-R0142,四川,142,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1276,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2908,FC2515-P21-R0143,四川,143,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1345,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
2909,FC2515-P21-R0144,四川,144,REUSED_SEALED_EVIDENCE_U:0047:2807:ANG-1272,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,PRIOR_SEALED_UNRESOLVED:0047:q2807
2910,FC2515-P21-R0145,四川,145,FRESH_IDENTITY_ANCHOR_UNRESOLVED:ANG-1221,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,NO_SUFFICIENT_BRIDGED_CURRENT_ORG_TITLE_EVIDENCE
