queue_order,person_id,province,excel_row,name_normalized,source_federation_role,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,unresolved_reason,research_notes
781,FC2515-P11-R0082,浙江,82,许志鸿,常委,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,许志鸿,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,"许志鸿 is confirmed in the official 2022 Zhejiang federation standing-committee roster, but targeted current public research did not establish a sufficiently specific, current organization/title with a safe identity bridge.",Current public sources were searched using federation/province/business context. No current organization/title is asserted where only a same-name or stale role could be found.
782,FC2515-P11-R0083,浙江,83,阮伟祥,常委,CURRENT_ROLE_CONFIRMED_WITH_CONTEXT_BRIDGE,阮伟祥,浙江龙盛集团股份有限公司,董事长、总经理,CURRENT_ORG_TITLE_CONFIRMED,authoritative_media,B,浙江龙盛2025年报高管信息,https://finance.sina.com.cn/stock/aiassist/ggxc/2026-04-11/doc-inhucmsy7464509.shtml,2026-04-11,,ACFIC 2022 Zhejiang standing-committee roster anchors 阮伟祥; 2026 annual-report-based current evidence supplies the company role. Name+province+federation+enterprise context closes identity; not a name-only assignment.
783,FC2515-P11-R0084,浙江,84,阮福德,常委,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,阮福德,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,"阮福德 is confirmed in the official 2022 Zhejiang federation standing-committee roster, but targeted current public research did not establish a sufficiently specific, current organization/title with a safe identity bridge.",Current public sources were searched using federation/province/business context. No current organization/title is asserted where only a same-name or stale role could be found.
784,FC2515-P11-R0085,浙江,85,孙建华,常委,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,孙建华,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,"孙建华 is confirmed in the official 2022 Zhejiang federation standing-committee roster, but targeted current public research did not establish a sufficiently specific, current organization/title with a safe identity bridge.",Current public sources were searched using federation/province/business context. No current organization/title is asserted where only a same-name or stale role could be found.
785,FC2515-P11-R0086,浙江,86,苏沁,常委,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,苏沁,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,"苏沁 is confirmed in the official 2022 Zhejiang federation standing-committee roster, but targeted current public research did not establish a sufficiently specific, current organization/title with a safe identity bridge.",Current public sources were searched using federation/province/business context. No current organization/title is asserted where only a same-name or stale role could be found.
786,FC2515-P11-R0088,浙江,88,李书福,常委,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,李书福,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,federation_official,A,浙江省工商业联合会（浙江省商会）商会领导,https://www.zjfic.org.cn/col/col1620079/index.html,2026-09-20,,Live official provincial federation page directly names the person and current role; mapping uses name+province+federation context and preserves the source person_id.
787,FC2515-P11-R0089,浙江,89,李永宪,常委,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,李永宪,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,"李永宪 is confirmed in the official 2022 Zhejiang federation standing-committee roster, but targeted current public research did not establish a sufficiently specific, current organization/title with a safe identity bridge.",Current public sources were searched using federation/province/business context. No current organization/title is asserted where only a same-name or stale role could be found.
788,FC2515-P11-R0090,浙江,90,李和林,常委,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,李和林,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,"李和林 is confirmed in the official 2022 Zhejiang federation standing-committee roster, but targeted current public research did not establish a sufficiently specific, current organization/title with a safe identity bridge.",Current public sources were searched using federation/province/business context. No current organization/title is asserted where only a same-name or stale role could be found.
789,FC2515-P11-R0091,浙江,91,李建滨,常委,CURRENT_ROLE_CONFIRMED_WITH_CONTEXT_BRIDGE,李建滨,浙江耀厦控股集团有限公司,总裁,CURRENT_ORG_TITLE_CONFIRMED,authoritative_media,B,新生代杭商热议全国两会精神（四）,https://www.sohu.com/a/996280352_121106994,2026-03-13,,"Current Hangzhou merchant material identifies 李建滨 simultaneously as 杭州市总商会副会长 and 浙江耀厦控股集团有限公司总裁, providing federation/chamber+enterprise context for the Zhejiang source identity."
790,FC2515-P11-R0092,浙江,92,杨军,常委,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,杨军,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,"杨军 is confirmed in the official 2022 Zhejiang federation standing-committee roster, but targeted current public research did not establish a sufficiently specific, current organization/title with a safe identity bridge.",Current public sources were searched using federation/province/business context. No current organization/title is asserted where only a same-name or stale role could be found.
