queue_order,person_id,province,excel_row,identity_resolution,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
4501,FC2515-P01-R0073,北京,73,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4502,FC2515-P01-R0074,北京,74,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4503,FC2515-P01-R0075,北京,75,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4504,FC2515-P01-R0076,北京,76,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4505,FC2515-P01-R0077,北京,77,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4506,FC2515-P01-R0078,北京,78,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4507,FC2515-P01-R0079,北京,79,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4508,FC2515-P01-R0080,北京,80,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR+CURRENT_2026_BRIDGED_ROLE,北京柏睿数据技术股份有限公司,董事,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.bjrd.gov.cn/fwhd/bjrdzz/2026n/bjrdzz202604q/dbsy202604/202604/t20260427_4617025.html,
4509,FC2515-P01-R0081,北京,81,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR+CURRENT_2026_BRIDGED_FEDERATION_ROLE,北京市海淀区人民政府,副区长、海淀区工商联主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.sina.com.cn/wm/2026-03-25/doc-inhscxke1215514.shtml,
4510,FC2515-P01-R0082,北京,82,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4511,FC2515-P01-R0083,北京,83,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR+CURRENT_2026_BRIDGED_FEDERATION_ROLE,世纪天鼎（北京）文化科技有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.sohu.com/a/1054368346_121106842,
4512,FC2515-P01-R0084,北京,84,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4513,FC2515-P01-R0085,北京,85,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4514,FC2515-P01-R0086,北京,86,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4515,FC2515-P01-R0087,北京,87,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4516,FC2515-P01-R0088,北京,88,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4517,FC2515-P01-R0089,北京,89,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4518,FC2515-P01-R0090,北京,90,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR+CURRENT_2026_BRIDGED_FEDERATION_ROLE,北京市昌平区人民政府,副区长、昌平区工商联主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.beijing.gov.cn/ywdt/gqrd/202601/t20260109_4414225.html,
4519,FC2515-P01-R0091,北京,91,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4520,FC2515-P01-R0092,北京,92,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4521,FC2515-P01-R0093,北京,93,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4522,FC2515-P01-R0094,北京,94,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4523,FC2515-P01-R0095,北京,95,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR+HISTORICAL_EXPLICIT_FEDERATION_BRIDGE+CURRENT_2026_ROLE,水滴公司,创始人兼CEO,CURRENT_ORG_TITLE_CONFIRMED,B,https://tech.cnr.cn/techgd/20260511/t20260511_527616706.shtml,
4524,FC2515-P01-R0096,北京,96,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4525,FC2515-P01-R0097,北京,97,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4526,FC2515-P01-R0098,北京,98,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR+CURRENT_2026_BRIDGED_FEDERATION_ROLE,北京市西城区人民政府,副区长、西城区工商联主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.beijing.gov.cn/fuwu/lqfw/ztzl/sdmyjjzc/xcft/202607/t20260709_4755309.html,
4527,FC2515-P01-R0099,北京,99,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4528,FC2515-P01-R0100,北京,100,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4529,FC2515-P01-R0101,北京,101,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4530,FC2515-P01-R0102,北京,102,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4531,FC2515-P01-R0103,北京,103,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4532,FC2515-P01-R0104,北京,104,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4533,FC2515-P01-R0105,北京,105,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4534,FC2515-P01-R0106,北京,106,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4535,FC2515-P01-R0107,北京,107,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4536,FC2515-P01-R0108,北京,108,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4537,FC2515-P01-R0109,北京,109,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4538,FC2515-P01-R0110,北京,110,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4539,FC2515-P01-R0111,北京,111,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4540,FC2515-P01-R0112,北京,112,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4541,FC2515-P01-R0113,北京,113,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4542,FC2515-P01-R0114,北京,114,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4543,FC2515-P01-R0115,北京,115,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4544,FC2515-P01-R0116,北京,116,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4545,FC2515-P01-R0117,北京,117,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4546,FC2515-P01-R0118,北京,118,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR+CURRENT_2026_EXPLICIT_FEDERATION_BRIDGE,91科技集团,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.91jinrong.com/news/216,
4547,FC2515-P01-R0119,北京,119,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4548,FC2515-P01-R0120,北京,120,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4549,FC2515-P01-R0121,北京,121,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR+CURRENT_2026_BRIDGED_FEDERATION_ROLE,北京市东城区工商业联合会,党组书记、常务副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.bjdch.gov.cn/ywdt/jddt/202605/t20260528_4670936.html,
4550,FC2515-P01-R0122,北京,122,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4551,FC2515-P01-R0123,北京,123,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4552,FC2515-P01-R0124,北京,124,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4553,FC2515-P01-R0125,北京,125,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4554,FC2515-P01-R0126,北京,126,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4555,FC2515-P01-R0127,北京,127,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
4556,FC2515-P01-R0128,北京,128,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR+CURRENT_2026_BRIDGED_FEDERATION_ROLE,北京海博思创科技股份有限公司,创始人、董事长、首席执行官,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.bjwmb.gov.cn/byrw/bjby/10136591.html,
4557,FC2515-P01-R0129,北京,129,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4558,FC2515-P01-R0130,北京,130,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4559,FC2515-P01-R0131,北京,131,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,OFFICIAL_BEIJING_SOURCE_ROSTER_AND_CURRENT_2026_SEARCH_BUT_NO_SUFFICIENT_SAFE_BRIDGED_ORG_TITLE_EVIDENCE
4560,FC2515-P01-R0132,北京,132,OFFICIAL_ACFIC_2022_BEIJING_SOURCE_ANCHOR_UNRESOLVED,,,UNRESOLVED_CURRENT_ORG_TITLE,A,,CURRENT_OR_RECENT_ROLE_HIT_FOUND_BUT_SOURCE_PERSON_TO_CURRENT_ROLE_IDENTITY_BRIDGE_NOT_STRONG_ENOUGH_UNDER_FAIL_CLOSED_RULE
