queue_order,person_id,province,excel_row,name_normalized,source_federation_role,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_type,evidence_grade,evidence_title,evidence_url,evidence_date,unresolved_reason,research_notes
961,FC2515-P11-R0378,浙江,378,张建生,执委,CROSSLIST_IDENTITY_CURRENT_ROLE_UNRESOLVED,张建生,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,张建生 remains current-role unresolved: targeted 2026 research did not establish a sufficiently specific current organization/title with a safe identity bridge.,"Cross-listed Zhejiang source row safely linked through exact name + province + ambiguity_group_id ANG-0300 to sealed queue 816; person_id is preserved and not merged. Targeted current research was refreshed; same-name, stale, or weakly bridged hits are intentionally rejected."
962,FC2515-P11-R0379,浙江,379,张建均,执委,CROSSLIST_IDENTITY_CURRENT_ROLE_UNRESOLVED,张建均,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,张建均 remains current-role unresolved: targeted 2026 research did not establish a sufficiently specific current organization/title with a safe identity bridge.,"Cross-listed Zhejiang source row safely linked through exact name + province + ambiguity_group_id ANG-0299 to sealed queue 817; person_id is preserved and not merged. Targeted current research was refreshed; same-name, stale, or weakly bridged hits are intentionally rejected."
963,FC2515-P11-R0380,浙江,380,张晓平,执委,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,张晓平,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,federation_official,A,浙江省工商业联合会（浙江省商会）商会领导,https://www.zjfic.org.cn/col/col1620079/index.html,2026-09-20,,Cross-listed Zhejiang source row safely linked through exact name + province + ambiguity_group_id ANG-0303 to sealed queue 818; person_id is preserved and not merged. Live official leadership page independently reconfirms the current provincial vice-chair role; no name-only employer inference is used.
964,FC2515-P11-R0382,浙江,382,张鹏飞,执委,CURRENT_ROLE_CONFIRMED_BY_SEALED_CROSSLIST_CONTEXT,张鹏飞,泰昌集团有限公司,董事长、总裁,CURRENT_ORG_TITLE_CONFIRMED,authoritative_media,B,温州市“追光”思政课首次走进民企,https://news.66wz.com/system/2026/08/21/105825502.shtml,2026-08-21,,Cross-listed Zhejiang source row safely linked through exact name + province + ambiguity_group_id ANG-0307 to sealed queue 819; person_id is preserved and not merged. Current-role evidence was already sealed for the same cross-listed identity in an immediately preceding Zhejiang gate and is reused without merging person_id; evidence remains 2026-current.
965,FC2515-P11-R0386,浙江,386,陈艳,执委,CROSSLIST_IDENTITY_CURRENT_ROLE_UNRESOLVED,陈艳,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,陈艳 remains current-role unresolved: targeted 2026 research did not establish a sufficiently specific current organization/title with a safe identity bridge.,"Cross-listed Zhejiang source row safely linked through exact name + province + ambiguity_group_id ANG-0395 to sealed queue 820; person_id is preserved and not merged. Targeted current research was refreshed; same-name, stale, or weakly bridged hits are intentionally rejected."
966,FC2515-P11-R0387,浙江,387,陈频,执委,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,陈频,浙江省商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,federation_official,A,浙江省工商业联合会（浙江省商会）商会领导,https://www.zjfic.org.cn/col/col1620079/index.html,2026-09-20,,Cross-listed Zhejiang source row safely linked through exact name + province + ambiguity_group_id ANG-0397 to sealed queue 744; person_id is preserved and not merged. Live official leadership page independently reconfirms the current chamber vice-chair role; no name-only employer inference is used.
967,FC2515-P11-R0395,浙江,395,陈水清,执委,CROSSLIST_IDENTITY_CURRENT_ROLE_UNRESOLVED,陈水清,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,陈水清 remains current-role unresolved: targeted 2026 research did not establish a sufficiently specific current organization/title with a safe identity bridge.,"Cross-listed Zhejiang source row safely linked through exact name + province + ambiguity_group_id ANG-0393 to sealed queue 821; person_id is preserved and not merged. Targeted current research was refreshed; same-name, stale, or weakly bridged hits are intentionally rejected."
968,FC2515-P11-R0398,浙江,398,陈仲尼,执委,CURRENT_ROLE_CONFIRMED_BY_LIVE_OFFICIAL_PROVINCIAL_LEADERSHIP_PAGE,陈仲尼,浙江省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,federation_official,A,浙江省工商业联合会（浙江省商会）商会领导,https://www.zjfic.org.cn/col/col1620079/index.html,2026-09-20,,Cross-listed Zhejiang source row safely linked through exact name + province + ambiguity_group_id ANG-0383 to sealed queue 822; person_id is preserved and not merged. Live official leadership page independently reconfirms the current provincial vice-chair role; no name-only employer inference is used.
969,FC2515-P11-R0401,浙江,401,陈旭荣,执委,CROSSLIST_IDENTITY_CURRENT_ROLE_UNRESOLVED,陈旭荣,,,UNRESOLVED_CURRENT_ORG_TITLE,targeted_public_current_verification,A,ACFIC Zhejiang 2022 standing-committee identity + 2026 targeted current verification,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_zj/202209/t20220919_313059.html,2026-09-20,陈旭荣 remains current-role unresolved: targeted 2026 research did not establish a sufficiently specific current organization/title with a safe identity bridge.,"Cross-listed Zhejiang source row safely linked through exact name + province + ambiguity_group_id ANG-0390 to sealed queue 823; person_id is preserved and not merged. Targeted current research was refreshed; same-name, stale, or weakly bridged hits are intentionally rejected."
970,FC2515-P11-R0403,浙江,403,陈志军,执委,CURRENT_ROLE_CONFIRMED_BY_SEALED_CROSSLIST_CONTEXT,陈志军,方远集团,党委书记、总裁,CURRENT_ORG_TITLE_CONFIRMED,authoritative_media,B,代表委员热议“好房子、好小区、好社区、好城区建设”,https://finance.sina.com.cn/jjxw/2026-01-18/doc-inhhttqp3404385.shtml,2026-01-18,,Cross-listed Zhejiang source row safely linked through exact name + province + ambiguity_group_id ANG-0388 to sealed queue 824; person_id is preserved and not merged. Current-role evidence was already sealed for the same cross-listed identity in an immediately preceding Zhejiang gate and is reused without merging person_id; evidence remains 2026-current.
